Gene,albidoflavus_J1074_R2,Sign
group_7362,MBMJMBDD_05415,+
group_7363,MBMJMBDD_03725,-
ponA1,MBMJMBDD_04224,+
group_7365,MBMJMBDD_02735,+
lptB_2,MBMJMBDD_04971,-
amaB,MBMJMBDD_01974,-
group_7368,MBMJMBDD_01768,+
group_7369,MBMJMBDD_05227,+
group_7370,MBMJMBDD_04751,-
srtE2,MBMJMBDD_03084,+
rpmG2_1,MBMJMBDD_00849,+
betI_9,MBMJMBDD_03676,+
nphA2,MBMJMBDD_02418,+
opuBB_2,MBMJMBDD_05914,+
group_7376,MBMJMBDD_03038,+
mdtD_3,MBMJMBDD_02938,+
purH,MBMJMBDD_03966,+
group_7379,MBMJMBDD_00331,-
gyrB,MBMJMBDD_01044,-
glmS_2,MBMJMBDD_03862,+
group_7381,MBMJMBDD_02499,-
group_7382,MBMJMBDD_03533,-
folB,MBMJMBDD_03532,-
group_7384,MBMJMBDD_01023,-
group_7385,MBMJMBDD_03479,+
yngG,MBMJMBDD_04308,-
degA_1,MBMJMBDD_01038,-
group_7388,MBMJMBDD_00632,-
paaB_2,MBMJMBDD_05989,-
dapH,MBMJMBDD_05626,+
group_7391,MBMJMBDD_01512,-
lacG_1,MBMJMBDD_01978,-
gdx_2,MBMJMBDD_01774,-
group_7394,MBMJMBDD_03076,-
lacF_1,MBMJMBDD_01979,-
group_7396,MBMJMBDD_05088,+
tuaG,MBMJMBDD_04040,+
group_7398,MBMJMBDD_00942,+
ndhF,MBMJMBDD_00658,-
group_74,MBMJMBDD_02350,+
group_740,MBMJMBDD_01051,-
hslR,MBMJMBDD_04989,-
group_7401,MBMJMBDD_01556,-
mkl,MBMJMBDD_00938,-
yicL,MBMJMBDD_05580,+
xylB_2,MBMJMBDD_04571,+
pucK,MBMJMBDD_00631,-
purR_1,MBMJMBDD_00370,-
fepC_3,MBMJMBDD_00852,-
liaR_4,MBMJMBDD_02488,+
gdhIV_1,MBMJMBDD_05089,-
rhlE_1,MBMJMBDD_01052,+
rkpK,MBMJMBDD_01956,+
mmgC_2,MBMJMBDD_00299,-
group_7412,MBMJMBDD_05030,+
group_7413,MBMJMBDD_03244,+
group_7414,MBMJMBDD_05429,+
group_7415,MBMJMBDD_05426,+
galE_1,MBMJMBDD_01882,+
group_7417,MBMJMBDD_05158,+
group_7418,MBMJMBDD_05103,+
group_7419,MBMJMBDD_04737,-
yqiK,MBMJMBDD_03197,+
group_7421,MBMJMBDD_01581,+
sigK_1,MBMJMBDD_02254,+
btuD_18,MBMJMBDD_04325,+
group_7424,MBMJMBDD_04544,-
group_7425,MBMJMBDD_02447,-
group_7426,MBMJMBDD_05534,+
yfeW_4,MBMJMBDD_04704,+
gabD1_1,MBMJMBDD_00304,+
group_7429,MBMJMBDD_04915,+
group_743,MBMJMBDD_01054,-
oppA_1,MBMJMBDD_01699,-
pgsA2_1,MBMJMBDD_05428,+
group_7432,MBMJMBDD_05757,-
aceB_2,MBMJMBDD_00570,+
group_7434,MBMJMBDD_05928,+
group_7435,MBMJMBDD_05373,+
drrB_1,MBMJMBDD_02462,+
group_7437,MBMJMBDD_05445,-
group_7438,MBMJMBDD_00889,+
opuBB_1,MBMJMBDD_03536,+
group_744,MBMJMBDD_01056,-
group_7440,MBMJMBDD_02734,+
cysD,MBMJMBDD_00714,+
group_7442,MBMJMBDD_05386,+
group_7443,MBMJMBDD_03718,+
group_7444,MBMJMBDD_03943,-
group_7445,MBMJMBDD_03040,+
group_7446,MBMJMBDD_03948,-
gap2_2,MBMJMBDD_03867,+
group_7448,MBMJMBDD_01872,+
group_7449,MBMJMBDD_01865,+
egtB_1,MBMJMBDD_01061,-
dasC_2,MBMJMBDD_01035,-
group_7451,MBMJMBDD_02560,-
ccr_2,MBMJMBDD_05993,-
group_7453,MBMJMBDD_03897,-
group_7454,MBMJMBDD_05179,+
group_7455,MBMJMBDD_05301,+
styA,MBMJMBDD_01506,-
yfkM,MBMJMBDD_00227,-
group_7458,MBMJMBDD_04230,+
exoI,MBMJMBDD_01840,-
dinG_2,MBMJMBDD_01065,-
group_7460,MBMJMBDD_05085,+
group_7461,MBMJMBDD_03946,+
ptlF,MBMJMBDD_05232,+
group_7463,MBMJMBDD_02720,-
group_7464,MBMJMBDD_05245,+
cobM,MBMJMBDD_04771,-
rbsA,MBMJMBDD_00902,-
group_7467,MBMJMBDD_05097,+
group_7468,MBMJMBDD_03645,-
group_7469,MBMJMBDD_02855,-
group_7470,MBMJMBDD_03201,-
group_7471,MBMJMBDD_03653,+
btuD_20,MBMJMBDD_04369,-
cimA,MBMJMBDD_01301,-
opuCA_3,MBMJMBDD_05916,-
group_7475,MBMJMBDD_02878,+
group_7476,MBMJMBDD_01543,+
tipA_2,MBMJMBDD_03519,+
group_7478,MBMJMBDD_05766,+
group_7479,MBMJMBDD_02270,-
mhpA_1,MBMJMBDD_01089,+
group_7480,MBMJMBDD_04922,-
mngR,MBMJMBDD_01713,-
group_7482,MBMJMBDD_05694,-
ilvE_1,MBMJMBDD_01306,-
trpD,MBMJMBDD_04832,+
malL,MBMJMBDD_04746,+
group_7486,MBMJMBDD_02074,+
qacA_5,MBMJMBDD_03540,+
btuD_7,MBMJMBDD_01695,-
ncsB3_2,MBMJMBDD_00810,-
group_749,MBMJMBDD_01098,-
stp_1,MBMJMBDD_03211,+
ureA_2,MBMJMBDD_04558,-
potF,MBMJMBDD_01179,-
araB,MBMJMBDD_03410,-
pgk,MBMJMBDD_05019,+
ctaC,MBMJMBDD_04823,+
katA_2,MBMJMBDD_04225,-
group_7497,MBMJMBDD_02154,+
bcrA_3,MBMJMBDD_03552,+
btuD_9,MBMJMBDD_01770,-
group_750,MBMJMBDD_01102,-
gdhIV,MBMJMBDD_06015,+
pknB,MBMJMBDD_03085,-
ihfB,MBMJMBDD_01254,-
group_7503,MBMJMBDD_01443,+
smtB_1,MBMJMBDD_00300,-
btuE,MBMJMBDD_00722,+
ndhD1,MBMJMBDD_03781,+
rspR_2,MBMJMBDD_03495,+
cbbY,MBMJMBDD_04585,-
group_7509,MBMJMBDD_00405,-
group_751,MBMJMBDD_01107,+
fabG_7,MBMJMBDD_05985,-
group_7511,MBMJMBDD_01049,-
znuB,MBMJMBDD_04515,-
bkdA,MBMJMBDD_03102,+
yjhP_1,MBMJMBDD_00660,+
fmt,MBMJMBDD_05484,+
group_7516,MBMJMBDD_05912,-
betI_10,MBMJMBDD_04877,-
group_7518,MBMJMBDD_02175,-
group_7519,MBMJMBDD_04958,+
pgsA,MBMJMBDD_01113,-
lspA,MBMJMBDD_04904,+
oppD_3,MBMJMBDD_01354,-
COQ5_6,MBMJMBDD_04981,-
group_7523,MBMJMBDD_05969,-
group_7524,MBMJMBDD_01014,+
group_7525,MBMJMBDD_04123,+
bioY2,MBMJMBDD_04411,+
chtA_2,MBMJMBDD_01461,+
nfo,MBMJMBDD_04866,-
group_7529,MBMJMBDD_05947,+
group_753,MBMJMBDD_01152,+
fas3,MBMJMBDD_00244,+
dapB,MBMJMBDD_01131,-
group_7532,MBMJMBDD_00213,-
hemC,MBMJMBDD_03629,+
ectD,MBMJMBDD_05058,-
cynT,MBMJMBDD_02512,+
ruvC,MBMJMBDD_05435,+
group_7537,MBMJMBDD_05317,+
dppA_2,MBMJMBDD_01137,+
nusA,MBMJMBDD_01150,-
group_754,MBMJMBDD_01158,-
ytfQ,MBMJMBDD_00390,-
group_7541,MBMJMBDD_02106,+
group_7542,MBMJMBDD_05517,+
regX3_1,MBMJMBDD_01084,-
mak,MBMJMBDD_01399,+
group_7545,MBMJMBDD_03264,+
group_7546,MBMJMBDD_02776,-
group_7547,MBMJMBDD_00098,+
nrdR,MBMJMBDD_01063,-
group_7549,MBMJMBDD_01008,-
group_755,MBMJMBDD_01163,-
tmrB,MBMJMBDD_03370,-
ppk,MBMJMBDD_03390,-
sodF1,MBMJMBDD_04408,-
pyrE,MBMJMBDD_03290,+
group_7554,MBMJMBDD_01850,-
mrpD,MBMJMBDD_00806,-
ureB_2,MBMJMBDD_05673,+
gntK,MBMJMBDD_05248,-
bioB,MBMJMBDD_05664,-
ureC_3,MBMJMBDD_05674,+
group_756,MBMJMBDD_01173,-
metN,MBMJMBDD_05390,+
group_7561,MBMJMBDD_00320,+
group_7562,MBMJMBDD_03991,-
group_7563,MBMJMBDD_05731,+
group_7564,MBMJMBDD_03338,+
group_7565,MBMJMBDD_05451,+
fadJ_2,MBMJMBDD_00451,+
yajO_2,MBMJMBDD_02864,-
puuB_2,MBMJMBDD_02436,+
gabP_1,MBMJMBDD_04409,-
puuB_1,MBMJMBDD_01175,-
group_7570,MBMJMBDD_03855,-
group_7571,MBMJMBDD_01328,+
group_7572,MBMJMBDD_03509,+
group_7573,MBMJMBDD_01618,-
gloB_2,MBMJMBDD_05705,+
dps_1,MBMJMBDD_01110,-
group_7576,MBMJMBDD_03617,+
group_7577,MBMJMBDD_05046,-
glcK_2,MBMJMBDD_02410,+
group_7579,MBMJMBDD_03985,-
group_758,MBMJMBDD_01182,-
group_7580,MBMJMBDD_05054,+
group_7581,MBMJMBDD_03621,+
group_7582,MBMJMBDD_00064,+
group_7583,MBMJMBDD_02347,-
otnC,MBMJMBDD_05897,+
trkA_2,MBMJMBDD_00998,+
hcaC,MBMJMBDD_05680,-
deaD_4,MBMJMBDD_04956,+
gvpA_2,MBMJMBDD_04527,+
group_7589,MBMJMBDD_01456,+
ugpQ_1,MBMJMBDD_01184,+
gpmA_3,MBMJMBDD_03483,+
group_7591,MBMJMBDD_01720,+
group_7592,MBMJMBDD_05720,-
group_7593,MBMJMBDD_04678,-
group_7594,MBMJMBDD_05975,+
leuD,MBMJMBDD_01256,-
group_7596,MBMJMBDD_04000,-
group_7597,MBMJMBDD_00286,+
kmtR,MBMJMBDD_02629,-
dap_1,MBMJMBDD_01186,+
cdsA,MBMJMBDD_01198,-
group_762,MBMJMBDD_01221,+
ftsH_2,MBMJMBDD_01222,-
glnD,MBMJMBDD_01224,-
group_766,MBMJMBDD_01243,-
thiD,MBMJMBDD_01245,-
group_769,MBMJMBDD_01269,-
drrA_2,MBMJMBDD_02461,+
group_770,MBMJMBDD_01279,-
group_771,MBMJMBDD_01281,-
group_772,MBMJMBDD_01284,-
group_773,MBMJMBDD_01286,+
group_774,MBMJMBDD_01288,-
group_775,MBMJMBDD_01289,+
tipA_1,MBMJMBDD_01290,-
group_777,MBMJMBDD_01292,+
group_778,MBMJMBDD_01295,-
leuB_2,MBMJMBDD_01307,-
group_781,MBMJMBDD_01316,+
betI_3,MBMJMBDD_01317,+
group_783,MBMJMBDD_01327,+
gatC,MBMJMBDD_01339,-
kdpC_2,MBMJMBDD_01369,+
kdpD_3,MBMJMBDD_01371,+
ldtB_1,MBMJMBDD_01385,-
ylmA_1,MBMJMBDD_01403,+
group_793,MBMJMBDD_01404,+
azoB_1,MBMJMBDD_01405,-
group_795,MBMJMBDD_01406,+
dcuS_1,MBMJMBDD_01408,+
group_797,MBMJMBDD_01428,-
group_798,MBMJMBDD_01438,+
group_799,MBMJMBDD_01440,-
group_8,MBMJMBDD_02584,-
group_80,MBMJMBDD_02588,+
group_800,MBMJMBDD_01453,-
group_801,MBMJMBDD_01457,-
group_802,MBMJMBDD_01502,+
group_803,MBMJMBDD_01504,+
group_804,MBMJMBDD_01522,+
group_805,MBMJMBDD_01528,-
group_807,MBMJMBDD_01539,+
group_808,MBMJMBDD_01540,-
hmp_1,MBMJMBDD_01560,+
group_81,MBMJMBDD_02647,+
group_810,MBMJMBDD_01562,+
group_812,MBMJMBDD_01609,+
group_813,MBMJMBDD_01614,+
group_814,MBMJMBDD_01620,+
group_816,MBMJMBDD_01625,-
group_817,MBMJMBDD_01632,-
group_818,MBMJMBDD_01636,+
group_819,MBMJMBDD_01639,+
menH_2,MBMJMBDD_01642,+
group_821,MBMJMBDD_01650,+
group_822,MBMJMBDD_01664,-
group_823,MBMJMBDD_01674,+
lacZ_2,MBMJMBDD_01686,+
group_825,MBMJMBDD_01688,-
typA,MBMJMBDD_01705,-
group_828,MBMJMBDD_01714,-
budC,MBMJMBDD_01727,+
group_830,MBMJMBDD_01745,-
cenA_2,MBMJMBDD_01749,-
group_832,MBMJMBDD_01753,-
cdhR_2,MBMJMBDD_01764,-
group_836,MBMJMBDD_01780,-
group_837,MBMJMBDD_01785,-
group_838,MBMJMBDD_01798,+
group_839,MBMJMBDD_01800,-
group_84,MBMJMBDD_03452,-
lapB,MBMJMBDD_01803,+
group_841,MBMJMBDD_01813,+
group_842,MBMJMBDD_01825,-
group_843,MBMJMBDD_01829,+
pcm_1,MBMJMBDD_01832,+
group_845,MBMJMBDD_01838,-
group_846,MBMJMBDD_03593,+
group_847,MBMJMBDD_01878,-
ftsI,MBMJMBDD_04887,+
group_850,MBMJMBDD_01905,+
group_851,MBMJMBDD_01909,-
group_853,MBMJMBDD_01910,+
algC,MBMJMBDD_01918,-
mshD_1,MBMJMBDD_01919,+
fbiB,MBMJMBDD_01928,+
tagU_3,MBMJMBDD_01935,+
group_858,MBMJMBDD_01948,+
group_859,MBMJMBDD_01952,-
dtpT_1,MBMJMBDD_01968,+
dadD,MBMJMBDD_01973,-
group_862,MBMJMBDD_01986,-
cbs,MBMJMBDD_01989,-
group_865,MBMJMBDD_02005,+
group_866,MBMJMBDD_02020,-
garR_2,MBMJMBDD_02021,+
group_868,MBMJMBDD_02022,-
group_869,MBMJMBDD_02023,-
pepN_3,MBMJMBDD_04962,+
aam_2,MBMJMBDD_02027,-
group_873,MBMJMBDD_02037,-
group_874,MBMJMBDD_02038,-
group_875,MBMJMBDD_02039,-
bmr3_2,MBMJMBDD_02043,+
group_877,MBMJMBDD_02044,-
group_878,MBMJMBDD_02079,-
group_879,MBMJMBDD_02094,-
pmt,MBMJMBDD_02096,+
group_881,MBMJMBDD_02101,-
mrdA_2,MBMJMBDD_02103,+
group_883,MBMJMBDD_02105,-
group_884,MBMJMBDD_02108,-
mtnP,MBMJMBDD_02141,+
group_888,MBMJMBDD_02144,-
bar,MBMJMBDD_02149,+
group_89,MBMJMBDD_05530,-
group_890,MBMJMBDD_02156,+
mmgB_2,MBMJMBDD_02166,+
group_892,MBMJMBDD_02170,+
paaE_1,MBMJMBDD_02171,+
group_895,MBMJMBDD_02176,+
group_896,MBMJMBDD_02177,-
group_898,MBMJMBDD_02202,-
group_899,MBMJMBDD_02204,+
fadA_2,MBMJMBDD_05958,+
group_900,MBMJMBDD_02209,-
group_901,MBMJMBDD_02214,-
group_902,MBMJMBDD_02217,+
group_903,MBMJMBDD_02225,+
nudC_2,MBMJMBDD_02231,-
group_905,MBMJMBDD_02237,+
group_906,MBMJMBDD_02245,+
paaF_1,MBMJMBDD_02275,-
group_908,MBMJMBDD_02278,-
group_910,MBMJMBDD_02279,-
group_911,MBMJMBDD_02282,-
group_912,MBMJMBDD_02300,+
group_913,MBMJMBDD_02301,+
adeQ,MBMJMBDD_02319,-
group_916,MBMJMBDD_02320,+
ctpE,MBMJMBDD_02321,+
ncsB3_4,MBMJMBDD_02323,+
group_920,MBMJMBDD_02356,-
group_921,MBMJMBDD_02359,+
mshD_2,MBMJMBDD_02360,+
gshA_1,MBMJMBDD_02364,+
group_926,MBMJMBDD_02370,+
group_927,MBMJMBDD_02381,+
group_928,MBMJMBDD_02382,-
group_929,MBMJMBDD_02384,+
rimJ_4,MBMJMBDD_05575,-
group_930,MBMJMBDD_02386,+
murQ,MBMJMBDD_02388,+
pdxI_2,MBMJMBDD_02390,+
cetB,MBMJMBDD_02391,+
rimJ_3,MBMJMBDD_02393,+
gpgS,MBMJMBDD_02401,+
otsB,MBMJMBDD_02403,-
group_937,MBMJMBDD_02405,-
glmS_1,MBMJMBDD_02406,+
group_939,MBMJMBDD_02409,-
group_940,MBMJMBDD_02416,-
group_941,MBMJMBDD_02430,+
group_942,MBMJMBDD_02444,-
group_943,MBMJMBDD_02445,+
group_944,MBMJMBDD_02449,-
group_945,MBMJMBDD_02451,-
group_946,MBMJMBDD_02455,+
group_947,MBMJMBDD_02457,-
group_948,MBMJMBDD_02459,+
group_949,MBMJMBDD_02475,+
mtrA_2,MBMJMBDD_02485,-
group_951,MBMJMBDD_02487,+
crcB_1,MBMJMBDD_02489,-
crcB_2,MBMJMBDD_02490,-
group_954,MBMJMBDD_02495,-
group_955,MBMJMBDD_02511,+
dauA_1,MBMJMBDD_02513,+
mdtH_2,MBMJMBDD_02564,-
group_958,MBMJMBDD_02568,+
group_959,MBMJMBDD_02572,+
rcdA_2,MBMJMBDD_02578,+
yiiM,MBMJMBDD_02580,-
group_962,MBMJMBDD_02582,+
group_963,MBMJMBDD_02583,-
group_964,MBMJMBDD_02598,+
group_965,MBMJMBDD_02603,+
group_966,MBMJMBDD_02607,-
group_967,MBMJMBDD_02611,+
group_968,MBMJMBDD_02624,+
group_969,MBMJMBDD_02625,+
tatA_1,MBMJMBDD_02626,-
mgtA,MBMJMBDD_02628,-
group_972,MBMJMBDD_02630,-
group_973,MBMJMBDD_02635,-
rraA,MBMJMBDD_02656,+
group_975,MBMJMBDD_02658,-
rhaR_2,MBMJMBDD_02671,-
group_977,MBMJMBDD_02677,-
srmB,MBMJMBDD_02709,+
group_982,MBMJMBDD_02710,-
group_983,MBMJMBDD_02711,-
group_984,MBMJMBDD_02712,-
group_985,MBMJMBDD_02746,+
group_986,MBMJMBDD_02747,-
group_987,MBMJMBDD_02765,+
group_988,MBMJMBDD_02769,-
pknD_4,MBMJMBDD_02770,+
group_991,MBMJMBDD_02786,+
group_992,MBMJMBDD_02789,+
pcm_2,MBMJMBDD_02790,+
group_995,MBMJMBDD_02791,-
group_996,MBMJMBDD_02842,+
