Gene,albidoflavus_SM254,Sign
ponA1,NDLJOBPC_04327,+
group_7365,NDLJOBPC_02922,+
lptB_2,NDLJOBPC_05109,-
amaB,NDLJOBPC_02217,-
group_7368,NDLJOBPC_02007,+
group_7369,NDLJOBPC_05366,+
group_7370,NDLJOBPC_04889,-
srtE2,NDLJOBPC_03214,+
rpmG2_1,NDLJOBPC_01071,+
betI_9,NDLJOBPC_03753,+
nphA2,NDLJOBPC_02648,+
opuBB_2,NDLJOBPC_06161,+
group_7376,NDLJOBPC_03168,+
mdtD_3,NDLJOBPC_03082,+
purH,NDLJOBPC_04064,+
group_7379,NDLJOBPC_00589,-
gyrB,NDLJOBPC_01277,-
glmS_2,NDLJOBPC_03947,+
group_7381,NDLJOBPC_02725,-
group_7382,NDLJOBPC_03607,-
folB,NDLJOBPC_03606,-
group_7384,NDLJOBPC_01257,-
group_7385,NDLJOBPC_03555,+
yngG,NDLJOBPC_04407,-
degA_1,NDLJOBPC_01271,-
group_7388,NDLJOBPC_00858,-
paaB_2,NDLJOBPC_06236,-
dapH,NDLJOBPC_05765,+
group_7391,NDLJOBPC_01755,-
lacG_1,NDLJOBPC_02221,-
gdx_2,NDLJOBPC_02013,-
group_7394,NDLJOBPC_03206,-
lacF_1,NDLJOBPC_02222,-
group_7396,NDLJOBPC_05224,+
tuaG,NDLJOBPC_04140,+
group_7398,NDLJOBPC_01164,+
ndhF,NDLJOBPC_00884,-
group_74,NDLJOBPC_02582,+
group_740,NDLJOBPC_01284,-
hslR,NDLJOBPC_05126,-
group_7401,NDLJOBPC_01799,-
mkl,NDLJOBPC_01160,-
yicL,NDLJOBPC_05719,+
xylB_2,NDLJOBPC_04683,+
pucK,NDLJOBPC_00857,-
purR_1,NDLJOBPC_00628,-
fepC_3,NDLJOBPC_01074,-
liaR_4,NDLJOBPC_02716,+
gdhIV_1,NDLJOBPC_05225,-
rhlE_1,NDLJOBPC_01285,+
rkpK,NDLJOBPC_02199,+
mmgC_2,NDLJOBPC_00557,-
group_7412,NDLJOBPC_05167,+
group_7413,NDLJOBPC_03331,+
group_7414,NDLJOBPC_05568,+
group_7415,NDLJOBPC_05565,+
galE_1,NDLJOBPC_02123,+
group_7417,NDLJOBPC_05294,+
group_7418,NDLJOBPC_05239,+
group_7419,NDLJOBPC_04875,-
yqiK,NDLJOBPC_03282,+
group_7421,NDLJOBPC_01824,+
sigK_1,NDLJOBPC_02484,+
btuD_18,NDLJOBPC_04424,+
group_7424,NDLJOBPC_04656,-
group_7425,NDLJOBPC_02674,-
group_7426,NDLJOBPC_05672,+
yfeW_4,NDLJOBPC_04840,+
gabD1_1,NDLJOBPC_00562,+
group_7429,NDLJOBPC_05054,+
group_743,NDLJOBPC_01287,-
oppA_1,NDLJOBPC_01943,-
pgsA2_1,NDLJOBPC_05567,+
group_7432,NDLJOBPC_05989,-
aceB_2,NDLJOBPC_00836,+
group_7434,NDLJOBPC_06175,+
group_7435,NDLJOBPC_05512,+
drrB_1,NDLJOBPC_02690,+
group_7437,NDLJOBPC_05584,-
group_7438,NDLJOBPC_01111,+
opuBB_1,NDLJOBPC_03610,+
group_744,NDLJOBPC_01289,-
group_7440,NDLJOBPC_02921,+
cysD,NDLJOBPC_00940,+
group_7442,NDLJOBPC_05525,+
group_7443,NDLJOBPC_03793,+
group_7444,NDLJOBPC_04029,-
group_7445,NDLJOBPC_03170,+
group_7446,NDLJOBPC_04046,-
gap2_2,NDLJOBPC_03952,+
group_7448,NDLJOBPC_02113,+
group_7449,NDLJOBPC_02102,+
egtB_1,NDLJOBPC_01294,-
dasC_2,NDLJOBPC_01268,-
group_7451,NDLJOBPC_02764,-
ccr_2,NDLJOBPC_06240,-
group_7453,NDLJOBPC_03983,-
group_7454,NDLJOBPC_05315,+
group_7455,NDLJOBPC_05440,+
styA,NDLJOBPC_01749,-
yfkM,NDLJOBPC_00486,-
group_7458,NDLJOBPC_04333,+
exoI,NDLJOBPC_02077,-
dinG_2,NDLJOBPC_01298,-
group_7460,NDLJOBPC_05221,+
group_7461,NDLJOBPC_04032,+
ptlF,NDLJOBPC_05371,+
group_7463,NDLJOBPC_02906,-
group_7464,NDLJOBPC_05384,+
cobM,NDLJOBPC_04909,-
rbsA,NDLJOBPC_01124,-
group_7467,NDLJOBPC_05233,+
group_7468,NDLJOBPC_03721,-
group_7469,NDLJOBPC_02998,-
group_7470,NDLJOBPC_03286,-
group_7471,NDLJOBPC_03730,+
btuD_20,NDLJOBPC_04477,-
cimA,NDLJOBPC_01544,-
opuCA_3,NDLJOBPC_06163,-
group_7475,NDLJOBPC_03021,+
group_7476,NDLJOBPC_01786,+
tipA_2,NDLJOBPC_03593,+
group_7478,NDLJOBPC_05997,+
group_7479,NDLJOBPC_02501,-
mhpA_1,NDLJOBPC_01322,+
group_7480,NDLJOBPC_05061,-
mngR,NDLJOBPC_01957,-
group_7482,NDLJOBPC_05832,-
ilvE_1,NDLJOBPC_01549,-
trpD,NDLJOBPC_04969,+
malL,NDLJOBPC_04884,+
group_7486,NDLJOBPC_02317,+
qacA_5,NDLJOBPC_03614,+
btuD_7,NDLJOBPC_01939,-
ncsB3_2,NDLJOBPC_01032,-
group_749,NDLJOBPC_01331,-
stp_1,NDLJOBPC_03295,+
ureA_2,NDLJOBPC_04670,-
potF,NDLJOBPC_01413,-
araB,NDLJOBPC_03492,-
pgk,NDLJOBPC_05156,+
ctaC,NDLJOBPC_04960,+
katA_2,NDLJOBPC_04328,-
group_7497,NDLJOBPC_02396,+
bcrA_3,NDLJOBPC_03626,+
btuD_9,NDLJOBPC_02009,-
group_750,NDLJOBPC_01335,-
gdhIV,NDLJOBPC_06262,+
pknB,NDLJOBPC_03215,-
ihfB,NDLJOBPC_01497,-
group_7503,NDLJOBPC_01686,+
smtB_1,NDLJOBPC_00558,-
btuE,NDLJOBPC_00948,+
ndhD1,NDLJOBPC_03849,+
rspR_2,NDLJOBPC_03569,+
cbbY,NDLJOBPC_04698,-
group_7509,NDLJOBPC_00664,-
group_751,NDLJOBPC_01340,+
fabG_7,NDLJOBPC_06232,-
group_7511,NDLJOBPC_01282,-
znuB,NDLJOBPC_04627,-
bkdA,NDLJOBPC_03233,+
yjhP_1,NDLJOBPC_00886,+
fmt,NDLJOBPC_05623,+
group_7516,NDLJOBPC_06159,-
betI_10,NDLJOBPC_05014,-
group_7518,NDLJOBPC_02417,-
group_7519,NDLJOBPC_05097,+
pgsA,NDLJOBPC_01346,-
lspA,NDLJOBPC_05041,+
oppD_3,NDLJOBPC_01597,-
COQ5_6,NDLJOBPC_05119,-
group_7523,NDLJOBPC_06215,-
group_7524,NDLJOBPC_01248,+
group_7525,NDLJOBPC_04221,+
bioY2,NDLJOBPC_04522,+
chtA_2,NDLJOBPC_01704,+
nfo,NDLJOBPC_05003,-
group_7529,NDLJOBPC_06193,+
group_753,NDLJOBPC_01386,+
fas3,NDLJOBPC_00503,+
dapB,NDLJOBPC_01364,-
group_7532,NDLJOBPC_00472,-
hemC,NDLJOBPC_03703,+
ectD,NDLJOBPC_05195,-
cynT,NDLJOBPC_02738,+
ruvC,NDLJOBPC_05574,+
group_7537,NDLJOBPC_05456,+
dppA_2,NDLJOBPC_01371,+
nusA,NDLJOBPC_01384,-
group_754,NDLJOBPC_01392,-
ytfQ,NDLJOBPC_00649,-
group_7541,NDLJOBPC_02346,+
group_7542,NDLJOBPC_05655,+
regX3_1,NDLJOBPC_01317,-
mak,NDLJOBPC_01642,+
group_7545,NDLJOBPC_03350,+
group_7546,NDLJOBPC_02968,-
group_7547,NDLJOBPC_00357,+
nrdR,NDLJOBPC_01296,-
group_7549,NDLJOBPC_01242,-
group_755,NDLJOBPC_01397,-
tmrB,NDLJOBPC_03452,-
ppk,NDLJOBPC_03472,-
sodF1,NDLJOBPC_04519,-
pyrE,NDLJOBPC_03372,+
group_7554,NDLJOBPC_02087,-
mrpD,NDLJOBPC_01028,-
ureB_2,NDLJOBPC_05811,+
gntK,NDLJOBPC_05387,-
bioB,NDLJOBPC_05802,-
ureC_3,NDLJOBPC_05812,+
group_756,NDLJOBPC_01407,-
metN,NDLJOBPC_05529,+
group_7561,NDLJOBPC_00578,+
group_7562,NDLJOBPC_04093,-
group_7563,NDLJOBPC_05963,+
group_7564,NDLJOBPC_03419,+
group_7565,NDLJOBPC_05590,+
fadJ_2,NDLJOBPC_00717,+
yajO_2,NDLJOBPC_03007,-
puuB_2,NDLJOBPC_02663,+
gabP_1,NDLJOBPC_04520,-
puuB_1,NDLJOBPC_01409,-
group_7570,NDLJOBPC_03940,-
group_7571,NDLJOBPC_01571,+
group_7572,NDLJOBPC_03583,+
group_7573,NDLJOBPC_01861,-
gloB_2,NDLJOBPC_05937,+
dps_1,NDLJOBPC_01343,-
group_7576,NDLJOBPC_03691,+
group_7577,NDLJOBPC_05183,-
glcK_2,NDLJOBPC_02640,+
group_7579,NDLJOBPC_04087,-
group_758,NDLJOBPC_01416,-
group_7580,NDLJOBPC_05191,+
group_7581,NDLJOBPC_03695,+
group_7582,NDLJOBPC_00323,+
group_7583,NDLJOBPC_02579,-
otnC,NDLJOBPC_06144,+
trkA_2,NDLJOBPC_01232,+
hcaC,NDLJOBPC_05818,-
deaD_4,NDLJOBPC_05095,+
gvpA_2,NDLJOBPC_04639,+
group_7589,NDLJOBPC_01699,+
ugpQ_1,NDLJOBPC_01418,+
gpmA_3,NDLJOBPC_03559,+
group_7591,NDLJOBPC_01964,+
group_7592,NDLJOBPC_05952,-
group_7593,NDLJOBPC_04814,-
group_7594,NDLJOBPC_06221,+
leuD,NDLJOBPC_01499,-
group_7596,NDLJOBPC_04102,-
group_7597,NDLJOBPC_00544,+
kmtR,NDLJOBPC_02833,-
dap_1,NDLJOBPC_01420,+
cdsA,NDLJOBPC_01432,-
group_762,NDLJOBPC_01455,+
ftsH_2,NDLJOBPC_01456,-
glnD,NDLJOBPC_01458,-
group_766,NDLJOBPC_01486,-
thiD,NDLJOBPC_01488,-
group_769,NDLJOBPC_01512,-
drrA_2,NDLJOBPC_02688,+
group_770,NDLJOBPC_01522,-
group_771,NDLJOBPC_01524,-
group_772,NDLJOBPC_01527,-
group_773,NDLJOBPC_01529,+
group_774,NDLJOBPC_01531,-
group_775,NDLJOBPC_01532,+
tipA_1,NDLJOBPC_01533,-
group_777,NDLJOBPC_01535,+
group_778,NDLJOBPC_01538,-
leuB_2,NDLJOBPC_01550,-
group_781,NDLJOBPC_01559,+
betI_3,NDLJOBPC_01560,+
group_783,NDLJOBPC_01570,+
gatC,NDLJOBPC_01582,-
kdpC_2,NDLJOBPC_01612,+
kdpD_3,NDLJOBPC_01614,+
ldtB_1,NDLJOBPC_01628,-
ylmA_1,NDLJOBPC_01646,+
group_793,NDLJOBPC_01647,+
azoB_1,NDLJOBPC_01648,-
group_795,NDLJOBPC_01649,+
dcuS_1,NDLJOBPC_01651,+
group_797,NDLJOBPC_01671,-
group_798,NDLJOBPC_01681,+
group_799,NDLJOBPC_01683,-
group_8,NDLJOBPC_02788,-
group_80,NDLJOBPC_02792,+
group_800,NDLJOBPC_01696,-
group_801,NDLJOBPC_01700,-
group_802,NDLJOBPC_01745,+
group_803,NDLJOBPC_01747,+
group_804,NDLJOBPC_01765,+
group_805,NDLJOBPC_01771,-
group_807,NDLJOBPC_01782,+
group_808,NDLJOBPC_01783,-
hmp_1,NDLJOBPC_01803,+
group_81,NDLJOBPC_02851,+
group_810,NDLJOBPC_01805,+
group_812,NDLJOBPC_01852,+
group_813,NDLJOBPC_01857,+
group_814,NDLJOBPC_01863,+
group_816,NDLJOBPC_01868,-
group_817,NDLJOBPC_01875,-
group_818,NDLJOBPC_01879,+
group_819,NDLJOBPC_01882,+
menH_2,NDLJOBPC_01885,+
group_821,NDLJOBPC_01893,+
group_822,NDLJOBPC_01908,-
group_823,NDLJOBPC_01918,+
lacZ_2,NDLJOBPC_01930,+
group_825,NDLJOBPC_01932,-
typA,NDLJOBPC_01949,-
group_828,NDLJOBPC_01958,-
budC,NDLJOBPC_01971,+
group_830,NDLJOBPC_01989,-
cenA_2,NDLJOBPC_01993,-
group_832,NDLJOBPC_01997,-
cdhR_2,NDLJOBPC_02004,-
group_836,NDLJOBPC_02019,-
group_837,NDLJOBPC_02028,-
group_838,NDLJOBPC_02040,+
group_839,NDLJOBPC_02042,-
group_84,NDLJOBPC_03538,-
lapB,NDLJOBPC_02045,+
group_841,NDLJOBPC_02054,+
group_842,NDLJOBPC_02062,-
group_843,NDLJOBPC_02066,+
pcm_1,NDLJOBPC_02069,+
group_845,NDLJOBPC_02075,-
group_846,NDLJOBPC_03667,+
group_847,NDLJOBPC_02119,-
ftsI,NDLJOBPC_05024,+
group_850,NDLJOBPC_02147,+
group_851,NDLJOBPC_02151,-
group_853,NDLJOBPC_02152,+
algC,NDLJOBPC_02161,-
mshD_1,NDLJOBPC_02162,+
fbiB,NDLJOBPC_02171,+
tagU_3,NDLJOBPC_02178,+
group_858,NDLJOBPC_02192,+
group_859,NDLJOBPC_02195,-
dtpT_1,NDLJOBPC_02211,+
dadD,NDLJOBPC_02216,-
group_862,NDLJOBPC_02229,-
cbs,NDLJOBPC_02232,-
group_865,NDLJOBPC_02248,+
group_866,NDLJOBPC_02262,-
garR_2,NDLJOBPC_02263,+
group_868,NDLJOBPC_02265,-
group_869,NDLJOBPC_02266,-
pepN_3,NDLJOBPC_05101,+
aam_2,NDLJOBPC_02270,-
group_873,NDLJOBPC_02279,-
group_874,NDLJOBPC_02280,-
group_875,NDLJOBPC_02281,-
bmr3_2,NDLJOBPC_02285,+
group_877,NDLJOBPC_02286,-
group_878,NDLJOBPC_02322,-
group_879,NDLJOBPC_02337,-
pmt,NDLJOBPC_02339,+
group_881,NDLJOBPC_02341,-
mrdA_2,NDLJOBPC_02343,+
group_883,NDLJOBPC_02345,-
group_884,NDLJOBPC_02349,-
mtnP,NDLJOBPC_02383,+
group_888,NDLJOBPC_02386,-
bar,NDLJOBPC_02391,+
group_89,NDLJOBPC_05668,-
group_890,NDLJOBPC_02398,+
mmgB_2,NDLJOBPC_02408,+
group_892,NDLJOBPC_02412,+
paaE_1,NDLJOBPC_02413,+
group_895,NDLJOBPC_02418,+
group_896,NDLJOBPC_02419,-
group_898,NDLJOBPC_02432,-
group_899,NDLJOBPC_02434,+
fadA_2,NDLJOBPC_06204,+
group_900,NDLJOBPC_02439,-
group_901,NDLJOBPC_02444,-
group_902,NDLJOBPC_02447,+
group_903,NDLJOBPC_02456,+
nudC_2,NDLJOBPC_02464,-
group_905,NDLJOBPC_02470,+
group_906,NDLJOBPC_02478,+
paaF_1,NDLJOBPC_02506,-
group_908,NDLJOBPC_02509,-
group_910,NDLJOBPC_02512,-
group_911,NDLJOBPC_02515,-
group_912,NDLJOBPC_02532,+
group_913,NDLJOBPC_02533,+
adeQ,NDLJOBPC_02551,-
group_916,NDLJOBPC_02552,+
ctpE,NDLJOBPC_02553,+
ncsB3_4,NDLJOBPC_02555,+
group_920,NDLJOBPC_02586,-
group_921,NDLJOBPC_02589,+
mshD_2,NDLJOBPC_02590,+
gshA_1,NDLJOBPC_02594,+
group_926,NDLJOBPC_02601,+
group_927,NDLJOBPC_02612,+
group_928,NDLJOBPC_02613,-
group_929,NDLJOBPC_02615,+
rimJ_4,NDLJOBPC_05714,-
group_930,NDLJOBPC_02617,+
murQ,NDLJOBPC_02619,+
pdxI_2,NDLJOBPC_02621,+
cetB,NDLJOBPC_02622,+
rimJ_3,NDLJOBPC_02623,+
gpgS,NDLJOBPC_02631,+
otsB,NDLJOBPC_02633,-
group_937,NDLJOBPC_02635,-
glmS_1,NDLJOBPC_02636,+
group_939,NDLJOBPC_02639,-
group_940,NDLJOBPC_02646,-
group_941,NDLJOBPC_02657,+
group_942,NDLJOBPC_02671,-
group_943,NDLJOBPC_02672,+
group_944,NDLJOBPC_02676,-
group_945,NDLJOBPC_02678,-
group_946,NDLJOBPC_02682,+
group_947,NDLJOBPC_02684,-
group_948,NDLJOBPC_02686,+
group_949,NDLJOBPC_02703,+
mtrA_2,NDLJOBPC_02713,-
group_951,NDLJOBPC_02715,+
crcB_1,NDLJOBPC_02717,-
crcB_2,NDLJOBPC_02718,-
group_954,NDLJOBPC_02723,-
group_955,NDLJOBPC_02737,+
dauA_1,NDLJOBPC_02739,+
mdtH_2,NDLJOBPC_02768,-
group_958,NDLJOBPC_02772,+
group_959,NDLJOBPC_02776,+
rcdA_2,NDLJOBPC_02782,+
yiiM,NDLJOBPC_02784,-
group_962,NDLJOBPC_02786,+
group_963,NDLJOBPC_02787,-
group_964,NDLJOBPC_02802,+
group_965,NDLJOBPC_02807,+
group_966,NDLJOBPC_02811,-
group_967,NDLJOBPC_02815,+
group_968,NDLJOBPC_02828,+
group_969,NDLJOBPC_02829,+
tatA_1,NDLJOBPC_02830,-
mgtA,NDLJOBPC_02832,-
group_972,NDLJOBPC_02834,-
group_973,NDLJOBPC_02839,-
rraA,NDLJOBPC_02860,+
group_975,NDLJOBPC_02862,-
rhaR_2,NDLJOBPC_02875,-
group_977,NDLJOBPC_02881,-
srmB,NDLJOBPC_02895,+
group_982,NDLJOBPC_02896,-
group_983,NDLJOBPC_02897,-
group_984,NDLJOBPC_02898,-
group_985,NDLJOBPC_02938,+
group_986,NDLJOBPC_02939,-
group_987,NDLJOBPC_02957,+
group_988,NDLJOBPC_02961,-
pknD_4,NDLJOBPC_02962,+
group_991,NDLJOBPC_02977,+
group_992,NDLJOBPC_02980,+
pcm_2,NDLJOBPC_02981,+
group_995,NDLJOBPC_02982,-
group_996,NDLJOBPC_02986,+
