Gene,albidoflavus_J1074,Sign
ponA1,CDKDDEHB_04127,+
group_7365,CDKDDEHB_02734,+
lptB_2,CDKDDEHB_04874,-
amaB,CDKDDEHB_01972,-
group_7368,CDKDDEHB_01766,+
group_7369,CDKDDEHB_05130,+
group_7370,CDKDDEHB_04654,-
srtE2,CDKDDEHB_03037,+
rpmG2_1,CDKDDEHB_00849,+
betI_9,CDKDDEHB_03580,+
nphA2,CDKDDEHB_02416,+
opuBB_2,CDKDDEHB_05818,+
group_7376,CDKDDEHB_02991,+
mdtD_3,CDKDDEHB_02891,+
purH,CDKDDEHB_03869,+
group_7379,CDKDDEHB_00331,-
gyrB,CDKDDEHB_01042,-
glmS_2,CDKDDEHB_03765,+
group_7381,CDKDDEHB_02497,-
group_7382,CDKDDEHB_03437,-
folB,CDKDDEHB_03436,-
group_7384,CDKDDEHB_01021,-
group_7385,CDKDDEHB_03384,+
yngG,CDKDDEHB_04211,-
degA_1,CDKDDEHB_01036,-
group_7388,CDKDDEHB_00632,-
paaB_2,CDKDDEHB_05893,-
dapH,CDKDDEHB_05529,+
group_7391,CDKDDEHB_01510,-
lacG_1,CDKDDEHB_01976,-
gdx_2,CDKDDEHB_01772,-
group_7394,CDKDDEHB_03029,-
lacF_1,CDKDDEHB_01977,-
group_7396,CDKDDEHB_04991,+
tuaG,CDKDDEHB_03943,+
group_7398,CDKDDEHB_00942,+
ndhF,CDKDDEHB_00658,-
group_74,CDKDDEHB_02348,+
group_740,CDKDDEHB_01049,-
hslR,CDKDDEHB_04892,-
group_7401,CDKDDEHB_01554,-
mkl,CDKDDEHB_00938,-
yicL,CDKDDEHB_05483,+
xylB_2,CDKDDEHB_04474,+
pucK,CDKDDEHB_00631,-
purR_1,CDKDDEHB_00370,-
fepC_3,CDKDDEHB_00852,-
liaR_4,CDKDDEHB_02486,+
gdhIV_1,CDKDDEHB_04992,-
rhlE_1,CDKDDEHB_01050,+
rkpK,CDKDDEHB_01954,+
mmgC_2,CDKDDEHB_00299,-
group_7412,CDKDDEHB_04933,+
group_7413,CDKDDEHB_03149,+
group_7414,CDKDDEHB_05332,+
group_7415,CDKDDEHB_05329,+
galE_1,CDKDDEHB_01880,+
group_7417,CDKDDEHB_05061,+
group_7418,CDKDDEHB_05006,+
group_7419,CDKDDEHB_04640,-
yqiK,CDKDDEHB_03103,+
group_7421,CDKDDEHB_01579,+
sigK_1,CDKDDEHB_02252,+
btuD_18,CDKDDEHB_04228,+
group_7424,CDKDDEHB_04447,-
group_7425,CDKDDEHB_02445,-
group_7426,CDKDDEHB_05437,+
yfeW_4,CDKDDEHB_04607,+
gabD1_1,CDKDDEHB_00304,+
group_7429,CDKDDEHB_04818,+
group_743,CDKDDEHB_01052,-
oppA_1,CDKDDEHB_01697,-
pgsA2_1,CDKDDEHB_05331,+
group_7432,CDKDDEHB_05660,-
aceB_2,CDKDDEHB_00570,+
group_7434,CDKDDEHB_05832,+
group_7435,CDKDDEHB_05276,+
drrB_1,CDKDDEHB_02460,+
group_7437,CDKDDEHB_05348,-
group_7438,CDKDDEHB_00889,+
opuBB_1,CDKDDEHB_03440,+
group_744,CDKDDEHB_01054,-
group_7440,CDKDDEHB_02733,+
cysD,CDKDDEHB_00714,+
group_7442,CDKDDEHB_05289,+
group_7443,CDKDDEHB_03621,+
group_7444,CDKDDEHB_03846,-
group_7445,CDKDDEHB_02993,+
group_7446,CDKDDEHB_03851,-
gap2_2,CDKDDEHB_03770,+
group_7448,CDKDDEHB_01870,+
group_7449,CDKDDEHB_01863,+
egtB_1,CDKDDEHB_01059,-
dasC_2,CDKDDEHB_01033,-
group_7451,CDKDDEHB_02558,-
ccr_2,CDKDDEHB_05897,-
group_7453,CDKDDEHB_03800,-
group_7454,CDKDDEHB_05082,+
group_7455,CDKDDEHB_05204,+
styA,CDKDDEHB_01504,-
yfkM,CDKDDEHB_00227,-
group_7458,CDKDDEHB_04133,+
exoI,CDKDDEHB_01838,-
dinG_2,CDKDDEHB_01063,-
group_7460,CDKDDEHB_04988,+
group_7461,CDKDDEHB_03849,+
ptlF,CDKDDEHB_05135,+
group_7463,CDKDDEHB_02718,-
group_7464,CDKDDEHB_05148,+
cobM,CDKDDEHB_04674,-
rbsA,CDKDDEHB_00902,-
group_7467,CDKDDEHB_05000,+
group_7468,CDKDDEHB_03549,-
group_7469,CDKDDEHB_02808,-
group_7470,CDKDDEHB_03107,-
group_7471,CDKDDEHB_03557,+
btuD_20,CDKDDEHB_04272,-
cimA,CDKDDEHB_01299,-
opuCA_3,CDKDDEHB_05820,-
group_7475,CDKDDEHB_02831,+
group_7476,CDKDDEHB_01541,+
tipA_2,CDKDDEHB_03424,+
group_7478,CDKDDEHB_05669,+
group_7479,CDKDDEHB_02268,-
mhpA_1,CDKDDEHB_01087,+
group_7480,CDKDDEHB_04825,-
mngR,CDKDDEHB_01711,-
group_7482,CDKDDEHB_05597,-
ilvE_1,CDKDDEHB_01304,-
trpD,CDKDDEHB_04735,+
malL,CDKDDEHB_04649,+
group_7486,CDKDDEHB_02072,+
qacA_5,CDKDDEHB_03444,+
btuD_7,CDKDDEHB_01693,-
ncsB3_2,CDKDDEHB_00810,-
group_749,CDKDDEHB_01096,-
stp_1,CDKDDEHB_03116,+
ureA_2,CDKDDEHB_04461,-
potF,CDKDDEHB_01177,-
araB,CDKDDEHB_03315,-
pgk,CDKDDEHB_04922,+
ctaC,CDKDDEHB_04726,+
katA_2,CDKDDEHB_04128,-
group_7497,CDKDDEHB_02152,+
bcrA_3,CDKDDEHB_03456,+
btuD_9,CDKDDEHB_01768,-
group_750,CDKDDEHB_01100,-
gdhIV,CDKDDEHB_05919,+
pknB,CDKDDEHB_03038,-
ihfB,CDKDDEHB_01252,-
group_7503,CDKDDEHB_01441,+
smtB_1,CDKDDEHB_00300,-
btuE,CDKDDEHB_00722,+
ndhD1,CDKDDEHB_03684,+
rspR_2,CDKDDEHB_03400,+
cbbY,CDKDDEHB_04488,-
group_7509,CDKDDEHB_00405,-
group_751,CDKDDEHB_01105,+
fabG_7,CDKDDEHB_05889,-
group_7511,CDKDDEHB_01047,-
znuB,CDKDDEHB_04418,-
bkdA,CDKDDEHB_03055,+
yjhP_1,CDKDDEHB_00660,+
fmt,CDKDDEHB_05387,+
group_7516,CDKDDEHB_05816,-
betI_10,CDKDDEHB_04780,-
group_7518,CDKDDEHB_02173,-
group_7519,CDKDDEHB_04861,+
pgsA,CDKDDEHB_01111,-
lspA,CDKDDEHB_04807,+
oppD_3,CDKDDEHB_01352,-
COQ5_6,CDKDDEHB_04884,-
group_7523,CDKDDEHB_05873,-
group_7524,CDKDDEHB_01012,+
group_7525,CDKDDEHB_04026,+
bioY2,CDKDDEHB_04314,+
chtA_2,CDKDDEHB_01459,+
nfo,CDKDDEHB_04769,-
group_7529,CDKDDEHB_05851,+
group_753,CDKDDEHB_01150,+
fas3,CDKDDEHB_00244,+
dapB,CDKDDEHB_01129,-
group_7532,CDKDDEHB_00213,-
hemC,CDKDDEHB_03533,+
ectD,CDKDDEHB_04961,-
cynT,CDKDDEHB_02510,+
ruvC,CDKDDEHB_05338,+
group_7537,CDKDDEHB_05220,+
dppA_2,CDKDDEHB_01135,+
nusA,CDKDDEHB_01148,-
group_754,CDKDDEHB_01156,-
ytfQ,CDKDDEHB_00390,-
group_7541,CDKDDEHB_02104,+
group_7542,CDKDDEHB_05420,+
regX3_1,CDKDDEHB_01082,-
mak,CDKDDEHB_01397,+
group_7545,CDKDDEHB_03169,+
group_7546,CDKDDEHB_02775,-
group_7547,CDKDDEHB_00098,+
nrdR,CDKDDEHB_01061,-
group_7549,CDKDDEHB_01006,-
group_755,CDKDDEHB_01161,-
tmrB,CDKDDEHB_03275,-
ppk,CDKDDEHB_03295,-
sodF1,CDKDDEHB_04311,-
pyrE,CDKDDEHB_03195,+
group_7554,CDKDDEHB_01848,-
mrpD,CDKDDEHB_00806,-
ureB_2,CDKDDEHB_05576,+
gntK,CDKDDEHB_05151,-
bioB,CDKDDEHB_05567,-
ureC_3,CDKDDEHB_05577,+
group_756,CDKDDEHB_01171,-
metN,CDKDDEHB_05293,+
group_7561,CDKDDEHB_00320,+
group_7562,CDKDDEHB_03894,-
group_7563,CDKDDEHB_05634,+
group_7564,CDKDDEHB_03243,+
group_7565,CDKDDEHB_05354,+
fadJ_2,CDKDDEHB_00451,+
yajO_2,CDKDDEHB_02817,-
puuB_2,CDKDDEHB_02434,+
gabP_1,CDKDDEHB_04312,-
puuB_1,CDKDDEHB_01173,-
group_7570,CDKDDEHB_03758,-
group_7571,CDKDDEHB_01326,+
group_7572,CDKDDEHB_03414,+
group_7573,CDKDDEHB_01616,-
gloB_2,CDKDDEHB_05608,+
dps_1,CDKDDEHB_01108,-
group_7576,CDKDDEHB_03521,+
group_7577,CDKDDEHB_04949,-
glcK_2,CDKDDEHB_02408,+
group_7579,CDKDDEHB_03888,-
group_758,CDKDDEHB_01180,-
group_7580,CDKDDEHB_04957,+
group_7581,CDKDDEHB_03525,+
group_7582,CDKDDEHB_00064,+
group_7583,CDKDDEHB_02345,-
otnC,CDKDDEHB_05801,+
trkA_2,CDKDDEHB_00996,+
hcaC,CDKDDEHB_05583,-
deaD_4,CDKDDEHB_04859,+
gvpA_2,CDKDDEHB_04430,+
group_7589,CDKDDEHB_01454,+
ugpQ_1,CDKDDEHB_01182,+
gpmA_3,CDKDDEHB_03388,+
group_7591,CDKDDEHB_01718,+
group_7592,CDKDDEHB_05623,-
group_7593,CDKDDEHB_04581,-
group_7594,CDKDDEHB_05879,+
leuD,CDKDDEHB_01254,-
group_7596,CDKDDEHB_03903,-
group_7597,CDKDDEHB_00286,+
kmtR,CDKDDEHB_02627,-
dap_1,CDKDDEHB_01184,+
cdsA,CDKDDEHB_01196,-
group_762,CDKDDEHB_01219,+
ftsH_2,CDKDDEHB_01220,-
glnD,CDKDDEHB_01222,-
group_766,CDKDDEHB_01241,-
thiD,CDKDDEHB_01243,-
group_769,CDKDDEHB_01267,-
drrA_2,CDKDDEHB_02459,+
group_770,CDKDDEHB_01277,-
group_771,CDKDDEHB_01279,-
group_772,CDKDDEHB_01282,-
group_773,CDKDDEHB_01284,+
group_774,CDKDDEHB_01286,-
group_775,CDKDDEHB_01287,+
tipA_1,CDKDDEHB_01288,-
group_777,CDKDDEHB_01290,+
group_778,CDKDDEHB_01293,-
leuB_2,CDKDDEHB_01305,-
group_781,CDKDDEHB_01314,+
betI_3,CDKDDEHB_01315,+
group_783,CDKDDEHB_01325,+
gatC,CDKDDEHB_01337,-
kdpC_2,CDKDDEHB_01367,+
kdpD_3,CDKDDEHB_01369,+
ldtB_1,CDKDDEHB_01383,-
ylmA_1,CDKDDEHB_01401,+
group_793,CDKDDEHB_01402,+
azoB_1,CDKDDEHB_01403,-
group_795,CDKDDEHB_01404,+
dcuS_1,CDKDDEHB_01406,+
group_797,CDKDDEHB_01426,-
group_798,CDKDDEHB_01436,+
group_799,CDKDDEHB_01438,-
group_8,CDKDDEHB_02582,-
group_80,CDKDDEHB_02586,+
group_800,CDKDDEHB_01451,-
group_801,CDKDDEHB_01455,-
group_802,CDKDDEHB_01500,+
group_803,CDKDDEHB_01502,+
group_804,CDKDDEHB_01520,+
group_805,CDKDDEHB_01526,-
group_807,CDKDDEHB_01537,+
group_808,CDKDDEHB_01538,-
hmp_1,CDKDDEHB_01558,+
group_81,CDKDDEHB_02645,+
group_810,CDKDDEHB_01560,+
group_812,CDKDDEHB_01607,+
group_813,CDKDDEHB_01612,+
group_814,CDKDDEHB_01618,+
group_816,CDKDDEHB_01623,-
group_817,CDKDDEHB_01630,-
group_818,CDKDDEHB_01634,+
group_819,CDKDDEHB_01637,+
menH_2,CDKDDEHB_01640,+
group_821,CDKDDEHB_01648,+
group_822,CDKDDEHB_01662,-
group_823,CDKDDEHB_01672,+
lacZ_2,CDKDDEHB_01684,+
group_825,CDKDDEHB_01686,-
typA,CDKDDEHB_01703,-
group_828,CDKDDEHB_01712,-
budC,CDKDDEHB_01725,+
group_830,CDKDDEHB_01743,-
cenA_2,CDKDDEHB_01747,-
group_832,CDKDDEHB_01751,-
cdhR_2,CDKDDEHB_01762,-
group_836,CDKDDEHB_01778,-
group_837,CDKDDEHB_01783,-
group_838,CDKDDEHB_01796,+
group_839,CDKDDEHB_01798,-
group_84,CDKDDEHB_03357,-
lapB,CDKDDEHB_01801,+
group_841,CDKDDEHB_01811,+
group_842,CDKDDEHB_01823,-
group_843,CDKDDEHB_01827,+
pcm_1,CDKDDEHB_01830,+
group_845,CDKDDEHB_01836,-
group_846,CDKDDEHB_03497,+
group_847,CDKDDEHB_01876,-
ftsI,CDKDDEHB_04790,+
group_850,CDKDDEHB_01903,+
group_851,CDKDDEHB_01907,-
group_853,CDKDDEHB_01908,+
algC,CDKDDEHB_01916,-
mshD_1,CDKDDEHB_01917,+
fbiB,CDKDDEHB_01926,+
tagU_3,CDKDDEHB_01933,+
group_858,CDKDDEHB_01946,+
group_859,CDKDDEHB_01950,-
dtpT_1,CDKDDEHB_01966,+
dadD,CDKDDEHB_01971,-
group_862,CDKDDEHB_01984,-
cbs,CDKDDEHB_01987,-
group_865,CDKDDEHB_02003,+
group_866,CDKDDEHB_02018,-
garR_2,CDKDDEHB_02019,+
group_868,CDKDDEHB_02020,-
group_869,CDKDDEHB_02021,-
pepN_3,CDKDDEHB_04865,+
aam_2,CDKDDEHB_02025,-
group_873,CDKDDEHB_02035,-
group_874,CDKDDEHB_02036,-
group_875,CDKDDEHB_02037,-
bmr3_2,CDKDDEHB_02041,+
group_877,CDKDDEHB_02042,-
group_878,CDKDDEHB_02077,-
group_879,CDKDDEHB_02092,-
pmt,CDKDDEHB_02094,+
group_881,CDKDDEHB_02099,-
mrdA_2,CDKDDEHB_02101,+
group_883,CDKDDEHB_02103,-
group_884,CDKDDEHB_02106,-
mtnP,CDKDDEHB_02139,+
group_888,CDKDDEHB_02142,-
bar,CDKDDEHB_02147,+
group_89,CDKDDEHB_05433,-
group_890,CDKDDEHB_02154,+
mmgB_2,CDKDDEHB_02164,+
group_892,CDKDDEHB_02168,+
paaE_1,CDKDDEHB_02169,+
group_895,CDKDDEHB_02174,+
group_896,CDKDDEHB_02175,-
group_898,CDKDDEHB_02200,-
group_899,CDKDDEHB_02202,+
fadA_2,CDKDDEHB_05862,+
group_900,CDKDDEHB_02207,-
group_901,CDKDDEHB_02212,-
group_902,CDKDDEHB_02215,+
group_903,CDKDDEHB_02223,+
nudC_2,CDKDDEHB_02229,-
group_905,CDKDDEHB_02235,+
group_906,CDKDDEHB_02243,+
paaF_1,CDKDDEHB_02273,-
group_908,CDKDDEHB_02276,-
group_910,CDKDDEHB_02277,-
group_911,CDKDDEHB_02280,-
group_912,CDKDDEHB_02298,+
group_913,CDKDDEHB_02299,+
adeQ,CDKDDEHB_02317,-
group_916,CDKDDEHB_02318,+
ctpE,CDKDDEHB_02319,+
ncsB3_4,CDKDDEHB_02321,+
group_920,CDKDDEHB_02354,-
group_921,CDKDDEHB_02357,+
mshD_2,CDKDDEHB_02358,+
gshA_1,CDKDDEHB_02362,+
group_926,CDKDDEHB_02368,+
group_927,CDKDDEHB_02379,+
group_928,CDKDDEHB_02380,-
group_929,CDKDDEHB_02382,+
rimJ_4,CDKDDEHB_05478,-
group_930,CDKDDEHB_02384,+
murQ,CDKDDEHB_02386,+
pdxI_2,CDKDDEHB_02388,+
cetB,CDKDDEHB_02389,+
rimJ_3,CDKDDEHB_02391,+
gpgS,CDKDDEHB_02399,+
otsB,CDKDDEHB_02401,-
group_937,CDKDDEHB_02403,-
glmS_1,CDKDDEHB_02404,+
group_939,CDKDDEHB_02407,-
group_940,CDKDDEHB_02414,-
group_941,CDKDDEHB_02428,+
group_942,CDKDDEHB_02442,-
group_943,CDKDDEHB_02443,+
group_944,CDKDDEHB_02447,-
group_945,CDKDDEHB_02449,-
group_946,CDKDDEHB_02453,+
group_947,CDKDDEHB_02455,-
group_948,CDKDDEHB_02457,+
group_949,CDKDDEHB_02473,+
mtrA_2,CDKDDEHB_02483,-
group_951,CDKDDEHB_02485,+
crcB_1,CDKDDEHB_02487,-
crcB_2,CDKDDEHB_02488,-
group_954,CDKDDEHB_02493,-
group_955,CDKDDEHB_02509,+
dauA_1,CDKDDEHB_02511,+
mdtH_2,CDKDDEHB_02562,-
group_958,CDKDDEHB_02566,+
group_959,CDKDDEHB_02570,+
rcdA_2,CDKDDEHB_02576,+
yiiM,CDKDDEHB_02578,-
group_962,CDKDDEHB_02580,+
group_963,CDKDDEHB_02581,-
group_964,CDKDDEHB_02596,+
group_965,CDKDDEHB_02601,+
group_966,CDKDDEHB_02605,-
group_967,CDKDDEHB_02609,+
group_968,CDKDDEHB_02622,+
group_969,CDKDDEHB_02623,+
tatA_1,CDKDDEHB_02624,-
mgtA,CDKDDEHB_02626,-
group_972,CDKDDEHB_02628,-
group_973,CDKDDEHB_02633,-
rraA,CDKDDEHB_02654,+
group_975,CDKDDEHB_02656,-
rhaR_2,CDKDDEHB_02669,-
group_977,CDKDDEHB_02675,-
srmB,CDKDDEHB_02707,+
group_982,CDKDDEHB_02708,-
group_983,CDKDDEHB_02709,-
group_984,CDKDDEHB_02710,-
group_985,CDKDDEHB_02745,+
group_986,CDKDDEHB_02746,-
group_987,CDKDDEHB_02764,+
group_988,CDKDDEHB_02768,-
pknD_4,CDKDDEHB_02769,+
group_991,CDKDDEHB_02785,+
group_992,CDKDDEHB_02788,+
pcm_2,CDKDDEHB_02789,+
group_995,CDKDDEHB_02790,-
group_996,CDKDDEHB_02795,+
