Gene,albidoflavus_W68,Sign
ponA1,PCKCKJGC_04074,+
group_7365,PCKCKJGC_03271,-
lptB_2,PCKCKJGC_04819,-
amaB,PCKCKJGC_02069,-
group_7368,PCKCKJGC_01868,+
group_7369,PCKCKJGC_05077,+
group_7370,PCKCKJGC_04594,-
srtE2,PCKCKJGC_02971,-
rpmG2_1,PCKCKJGC_00953,+
betI_9,PCKCKJGC_03577,+
nphA2,PCKCKJGC_02529,+
opuBB_2,PCKCKJGC_05793,+
group_7376,PCKCKJGC_03014,-
mdtD_3,PCKCKJGC_03100,-
purH,PCKCKJGC_03848,+
group_7379,PCKCKJGC_00476,-
gyrB,PCKCKJGC_01109,-
glmS_2,PCKCKJGC_03745,+
group_7381,PCKCKJGC_02599,-
group_7382,PCKCKJGC_03426,-
folB,PCKCKJGC_03425,-
group_7384,PCKCKJGC_01089,-
group_7385,PCKCKJGC_02649,-
yngG,PCKCKJGC_04149,-
degA_1,PCKCKJGC_01103,-
group_7388,PCKCKJGC_00736,-
paaB_2,PCKCKJGC_05867,-
dapH,PCKCKJGC_05492,+
group_7391,PCKCKJGC_01611,-
lacG_1,PCKCKJGC_02073,-
gdx_2,PCKCKJGC_01874,-
group_7394,PCKCKJGC_02979,+
lacF_1,PCKCKJGC_02074,-
group_7396,PCKCKJGC_04938,+
tuaG,PCKCKJGC_03917,+
group_7398,PCKCKJGC_01036,+
ndhF,PCKCKJGC_00765,-
group_74,PCKCKJGC_02450,+
group_740,PCKCKJGC_01117,-
hslR,PCKCKJGC_04837,-
group_7401,PCKCKJGC_01655,-
mkl,PCKCKJGC_01033,-
yicL,PCKCKJGC_05449,+
xylB_2,PCKCKJGC_04412,+
pucK,PCKCKJGC_00735,-
purR_1,PCKCKJGC_00519,-
fepC_3,PCKCKJGC_00956,-
liaR_4,PCKCKJGC_02590,+
gdhIV_1,PCKCKJGC_04939,-
rhlE_1,PCKCKJGC_01118,+
rkpK,PCKCKJGC_02046,+
mmgC_2,PCKCKJGC_00450,-
group_7412,PCKCKJGC_04878,+
group_7413,PCKCKJGC_02868,-
group_7414,PCKCKJGC_05301,+
group_7415,PCKCKJGC_05298,+
galE_1,PCKCKJGC_01973,+
group_7417,PCKCKJGC_05009,+
group_7418,PCKCKJGC_04954,+
group_7419,PCKCKJGC_04580,-
yqiK,PCKCKJGC_02903,-
group_7421,PCKCKJGC_01679,+
sigK_1,PCKCKJGC_02351,+
btuD_18,PCKCKJGC_04163,+
group_7424,PCKCKJGC_04377,-
group_7425,PCKCKJGC_02559,-
group_7426,PCKCKJGC_05403,+
yfeW_4,PCKCKJGC_04546,+
gabD1_1,PCKCKJGC_00455,+
group_7429,PCKCKJGC_04763,+
group_743,PCKCKJGC_01120,-
oppA_1,PCKCKJGC_01800,-
pgsA2_1,PCKCKJGC_05300,+
group_7432,PCKCKJGC_05631,-
aceB_2,PCKCKJGC_00713,+
group_7434,PCKCKJGC_05807,+
group_7435,PCKCKJGC_05245,+
drrB_1,PCKCKJGC_02574,+
group_7437,PCKCKJGC_05317,-
group_7438,PCKCKJGC_00992,+
opuBB_1,PCKCKJGC_03429,+
group_744,PCKCKJGC_01122,-
group_7440,PCKCKJGC_03272,-
cysD,PCKCKJGC_00827,+
group_7442,PCKCKJGC_05258,+
group_7443,PCKCKJGC_03609,+
group_7444,PCKCKJGC_03826,-
group_7445,PCKCKJGC_03012,-
group_7446,PCKCKJGC_03829,-
gap2_2,PCKCKJGC_03748,+
group_7448,PCKCKJGC_01963,+
group_7449,PCKCKJGC_01957,+
egtB_1,PCKCKJGC_01128,-
dasC_2,PCKCKJGC_01100,-
group_7451,PCKCKJGC_02621,-
ccr_2,PCKCKJGC_05871,-
group_7453,PCKCKJGC_03781,-
group_7454,PCKCKJGC_05031,+
group_7455,PCKCKJGC_05150,+
styA,PCKCKJGC_01605,-
yfkM,PCKCKJGC_00380,-
group_7458,PCKCKJGC_04080,+
exoI,PCKCKJGC_01932,-
dinG_2,PCKCKJGC_01132,-
group_7460,PCKCKJGC_04935,+
group_7461,PCKCKJGC_03827,+
ptlF,PCKCKJGC_05082,+
group_7463,PCKCKJGC_03287,+
group_7464,PCKCKJGC_05095,+
cobM,PCKCKJGC_04616,-
rbsA,PCKCKJGC_01006,-
group_7467,PCKCKJGC_04948,+
group_7468,PCKCKJGC_03541,-
group_7469,PCKCKJGC_03199,+
group_7470,PCKCKJGC_02899,+
group_7471,PCKCKJGC_03549,+
btuD_20,PCKCKJGC_04210,-
cimA,PCKCKJGC_01372,-
opuCA_3,PCKCKJGC_05795,-
group_7475,PCKCKJGC_03176,-
group_7476,PCKCKJGC_01642,+
tipA_2,PCKCKJGC_03413,+
group_7478,PCKCKJGC_05640,+
group_7479,PCKCKJGC_02367,-
mhpA_1,PCKCKJGC_01156,+
group_7480,PCKCKJGC_04770,-
mngR,PCKCKJGC_01814,-
group_7482,PCKCKJGC_05566,-
ilvE_1,PCKCKJGC_01377,-
trpD,PCKCKJGC_04679,+
malL,PCKCKJGC_04589,+
group_7486,PCKCKJGC_02176,+
qacA_5,PCKCKJGC_03433,+
btuD_7,PCKCKJGC_01796,-
ncsB3_2,PCKCKJGC_00916,-
group_749,PCKCKJGC_01167,-
stp_1,PCKCKJGC_02892,-
ureA_2,PCKCKJGC_04391,-
potF,PCKCKJGC_01249,-
araB,PCKCKJGC_02708,+
pgk,PCKCKJGC_04867,+
ctaC,PCKCKJGC_04670,+
katA_2,PCKCKJGC_04075,-
group_7497,PCKCKJGC_02251,+
bcrA_3,PCKCKJGC_03446,+
btuD_9,PCKCKJGC_01870,-
group_750,PCKCKJGC_01171,-
gdhIV,PCKCKJGC_05892,+
pknB,PCKCKJGC_02970,+
ihfB,PCKCKJGC_01327,-
group_7503,PCKCKJGC_01539,+
smtB_1,PCKCKJGC_00451,-
btuE,PCKCKJGC_00835,+
ndhD1,PCKCKJGC_03661,+
rspR_2,PCKCKJGC_03391,+
cbbY,PCKCKJGC_04428,-
group_7509,PCKCKJGC_00554,-
group_751,PCKCKJGC_01176,+
fabG_7,PCKCKJGC_05863,-
group_7511,PCKCKJGC_01114,-
znuB,PCKCKJGC_04359,-
bkdA,PCKCKJGC_02953,-
yjhP_1,PCKCKJGC_00767,+
fmt,PCKCKJGC_05352,+
group_7516,PCKCKJGC_05791,-
betI_10,PCKCKJGC_04726,-
group_7518,PCKCKJGC_02272,-
group_7519,PCKCKJGC_04806,+
pgsA,PCKCKJGC_01182,-
lspA,PCKCKJGC_04752,+
oppD_3,PCKCKJGC_01423,-
COQ5_6,PCKCKJGC_04830,-
group_7523,PCKCKJGC_05846,-
group_7524,PCKCKJGC_01080,+
group_7525,PCKCKJGC_03985,+
bioY2,PCKCKJGC_04253,+
chtA_2,PCKCKJGC_01557,+
nfo,PCKCKJGC_04715,-
group_7529,PCKCKJGC_05821,+
group_753,PCKCKJGC_01221,+
fas3,PCKCKJGC_00394,+
dapB,PCKCKJGC_01200,-
group_7532,PCKCKJGC_00364,-
hemC,PCKCKJGC_03523,+
ectD,PCKCKJGC_04906,-
cynT,PCKCKJGC_02612,+
ruvC,PCKCKJGC_05307,+
group_7537,PCKCKJGC_05167,+
dppA_2,PCKCKJGC_01206,+
nusA,PCKCKJGC_01219,-
group_754,PCKCKJGC_01227,-
ytfQ,PCKCKJGC_00539,-
group_7541,PCKCKJGC_02204,+
group_7542,PCKCKJGC_05385,+
regX3_1,PCKCKJGC_01151,-
mak,PCKCKJGC_01472,+
group_7545,PCKCKJGC_02853,-
group_7546,PCKCKJGC_03232,+
group_7547,PCKCKJGC_00264,+
nrdR,PCKCKJGC_01130,-
group_7549,PCKCKJGC_01074,-
group_755,PCKCKJGC_01232,-
tmrB,PCKCKJGC_02740,+
ppk,PCKCKJGC_02726,+
sodF1,PCKCKJGC_04250,-
pyrE,PCKCKJGC_02828,-
group_7554,PCKCKJGC_01942,-
mrpD,PCKCKJGC_00912,-
ureB_2,PCKCKJGC_05540,+
gntK,PCKCKJGC_05098,-
bioB,PCKCKJGC_05531,-
ureC_3,PCKCKJGC_05541,+
group_756,PCKCKJGC_01243,-
metN,PCKCKJGC_05262,+
group_7561,PCKCKJGC_00472,+
group_7562,PCKCKJGC_03874,-
group_7563,PCKCKJGC_05605,+
group_7564,PCKCKJGC_02771,-
group_7565,PCKCKJGC_05323,+
fadJ_2,PCKCKJGC_00604,+
yajO_2,PCKCKJGC_03190,+
puuB_2,PCKCKJGC_02549,+
gabP_1,PCKCKJGC_04251,-
puuB_1,PCKCKJGC_01245,-
group_7570,PCKCKJGC_03739,-
group_7571,PCKCKJGC_01399,+
group_7572,PCKCKJGC_03403,+
group_7573,PCKCKJGC_01716,-
gloB_2,PCKCKJGC_05577,+
dps_1,PCKCKJGC_01179,-
group_7576,PCKCKJGC_03511,+
group_7577,PCKCKJGC_04894,-
glcK_2,PCKCKJGC_02521,+
group_7579,PCKCKJGC_03868,-
group_758,PCKCKJGC_01252,-
group_7580,PCKCKJGC_04902,+
group_7581,PCKCKJGC_03515,+
group_7582,PCKCKJGC_00229,+
group_7583,PCKCKJGC_02447,-
otnC,PCKCKJGC_05777,+
trkA_2,PCKCKJGC_01064,+
hcaC,PCKCKJGC_05548,-
deaD_4,PCKCKJGC_04804,+
gvpA_2,PCKCKJGC_04371,+
group_7589,PCKCKJGC_01552,+
ugpQ_1,PCKCKJGC_01254,+
gpmA_3,PCKCKJGC_02645,-
group_7591,PCKCKJGC_01819,+
group_7592,PCKCKJGC_05593,-
group_7593,PCKCKJGC_04522,-
group_7594,PCKCKJGC_05852,+
leuD,PCKCKJGC_01329,-
group_7596,PCKCKJGC_03883,-
group_7597,PCKCKJGC_00438,+
kmtR,PCKCKJGC_03341,+
dap_1,PCKCKJGC_01256,+
cdsA,PCKCKJGC_01270,-
group_762,PCKCKJGC_01292,+
ftsH_2,PCKCKJGC_01294,-
glnD,PCKCKJGC_01296,-
group_766,PCKCKJGC_01315,-
thiD,PCKCKJGC_01318,-
group_769,PCKCKJGC_01342,-
drrA_2,PCKCKJGC_02573,+
group_770,PCKCKJGC_01352,-
group_771,PCKCKJGC_01354,-
group_772,PCKCKJGC_01357,-
group_773,PCKCKJGC_01359,+
group_774,PCKCKJGC_01362,-
group_775,PCKCKJGC_01363,+
tipA_1,PCKCKJGC_01364,-
group_777,PCKCKJGC_01366,+
group_778,PCKCKJGC_01367,-
leuB_2,PCKCKJGC_01378,-
group_781,PCKCKJGC_01387,+
betI_3,PCKCKJGC_01388,+
group_783,PCKCKJGC_01398,+
gatC,PCKCKJGC_01408,-
kdpC_2,PCKCKJGC_01443,+
kdpD_3,PCKCKJGC_01445,+
ldtB_1,PCKCKJGC_01458,-
ylmA_1,PCKCKJGC_01495,+
group_793,PCKCKJGC_01496,+
azoB_1,PCKCKJGC_01497,-
group_795,PCKCKJGC_01498,+
dcuS_1,PCKCKJGC_01500,+
group_797,PCKCKJGC_01518,-
group_798,PCKCKJGC_01528,+
group_799,PCKCKJGC_01536,-
group_8,PCKCKJGC_03382,+
group_80,PCKCKJGC_03378,-
group_800,PCKCKJGC_01549,-
group_801,PCKCKJGC_01553,-
group_802,PCKCKJGC_01601,+
group_803,PCKCKJGC_01603,+
group_804,PCKCKJGC_01621,+
group_805,PCKCKJGC_01627,-
group_807,PCKCKJGC_01638,+
group_808,PCKCKJGC_01639,-
hmp_1,PCKCKJGC_01659,+
group_81,PCKCKJGC_03323,-
group_810,PCKCKJGC_01661,+
group_812,PCKCKJGC_01707,+
group_813,PCKCKJGC_01712,+
group_814,PCKCKJGC_01718,+
group_816,PCKCKJGC_01723,-
group_817,PCKCKJGC_01731,-
group_818,PCKCKJGC_01735,+
group_819,PCKCKJGC_01738,+
menH_2,PCKCKJGC_01741,+
group_821,PCKCKJGC_01749,+
group_822,PCKCKJGC_01766,-
group_823,PCKCKJGC_01776,+
lacZ_2,PCKCKJGC_01788,+
group_825,PCKCKJGC_01790,-
typA,PCKCKJGC_01806,-
group_828,PCKCKJGC_01815,-
budC,PCKCKJGC_01826,+
group_830,PCKCKJGC_01844,-
cenA_2,PCKCKJGC_01848,-
group_832,PCKCKJGC_01852,-
cdhR_2,PCKCKJGC_01864,-
group_836,PCKCKJGC_01880,-
group_837,PCKCKJGC_01885,-
group_838,PCKCKJGC_01898,+
group_839,PCKCKJGC_01900,-
group_84,PCKCKJGC_02667,+
lapB,PCKCKJGC_01903,+
group_841,PCKCKJGC_01913,+
group_842,PCKCKJGC_01918,-
group_843,PCKCKJGC_01922,+
pcm_1,PCKCKJGC_01925,+
group_845,PCKCKJGC_01930,-
group_846,PCKCKJGC_03487,+
group_847,PCKCKJGC_01969,-
ftsI,PCKCKJGC_04736,+
group_850,PCKCKJGC_01995,+
group_851,PCKCKJGC_02004,-
group_853,PCKCKJGC_02005,+
algC,PCKCKJGC_02013,-
mshD_1,PCKCKJGC_02014,+
fbiB,PCKCKJGC_02023,+
tagU_3,PCKCKJGC_02030,+
group_858,PCKCKJGC_02039,+
group_859,PCKCKJGC_02041,-
dtpT_1,PCKCKJGC_02062,+
dadD,PCKCKJGC_02068,-
group_862,PCKCKJGC_02081,-
cbs,PCKCKJGC_02086,-
group_865,PCKCKJGC_02104,+
group_866,PCKCKJGC_02120,-
garR_2,PCKCKJGC_02121,+
group_868,PCKCKJGC_02125,-
group_869,PCKCKJGC_02126,-
pepN_3,PCKCKJGC_04810,+
aam_2,PCKCKJGC_02130,-
group_873,PCKCKJGC_02141,-
group_874,PCKCKJGC_02142,-
group_875,PCKCKJGC_02143,-
bmr3_2,PCKCKJGC_02147,+
group_877,PCKCKJGC_02148,-
group_878,PCKCKJGC_02180,-
group_879,PCKCKJGC_02195,-
pmt,PCKCKJGC_02197,+
group_881,PCKCKJGC_02199,-
mrdA_2,PCKCKJGC_02201,+
group_883,PCKCKJGC_02203,-
group_884,PCKCKJGC_02207,-
mtnP,PCKCKJGC_02238,+
group_888,PCKCKJGC_02241,-
bar,PCKCKJGC_02246,+
group_89,PCKCKJGC_05399,-
group_890,PCKCKJGC_02253,+
mmgB_2,PCKCKJGC_02263,+
group_892,PCKCKJGC_02267,+
paaE_1,PCKCKJGC_02268,+
group_895,PCKCKJGC_02273,+
group_896,PCKCKJGC_02274,-
group_898,PCKCKJGC_02290,-
group_899,PCKCKJGC_02292,+
fadA_2,PCKCKJGC_05832,+
group_900,PCKCKJGC_02297,-
group_901,PCKCKJGC_02302,-
group_902,PCKCKJGC_02304,+
group_903,PCKCKJGC_02312,+
nudC_2,PCKCKJGC_02330,-
group_905,PCKCKJGC_02336,+
group_906,PCKCKJGC_02345,+
paaF_1,PCKCKJGC_02372,-
group_908,PCKCKJGC_02375,-
group_910,PCKCKJGC_02376,-
group_911,PCKCKJGC_02379,-
group_912,PCKCKJGC_02399,+
group_913,PCKCKJGC_02400,+
adeQ,PCKCKJGC_02418,-
group_916,PCKCKJGC_02419,+
ctpE,PCKCKJGC_02420,+
ncsB3_4,PCKCKJGC_02422,+
group_920,PCKCKJGC_02455,-
group_921,PCKCKJGC_02457,+
mshD_2,PCKCKJGC_02458,+
gshA_1,PCKCKJGC_02463,+
group_926,PCKCKJGC_02469,+
group_927,PCKCKJGC_02483,+
group_928,PCKCKJGC_02484,-
group_929,PCKCKJGC_02486,+
rimJ_4,PCKCKJGC_05444,-
group_930,PCKCKJGC_02488,+
murQ,PCKCKJGC_02490,+
pdxI_2,PCKCKJGC_02492,+
cetB,PCKCKJGC_02493,+
rimJ_3,PCKCKJGC_02494,+
gpgS,PCKCKJGC_02502,+
otsB,PCKCKJGC_02504,-
group_937,PCKCKJGC_02517,-
glmS_1,PCKCKJGC_02518,+
group_939,PCKCKJGC_02520,-
group_940,PCKCKJGC_02527,-
group_941,PCKCKJGC_02544,+
group_942,PCKCKJGC_02556,-
group_943,PCKCKJGC_02557,+
group_944,PCKCKJGC_02561,-
group_945,PCKCKJGC_02563,-
group_946,PCKCKJGC_02567,+
group_947,PCKCKJGC_02569,-
group_948,PCKCKJGC_02571,+
group_949,PCKCKJGC_02577,+
mtrA_2,PCKCKJGC_02587,-
group_951,PCKCKJGC_02589,+
crcB_1,PCKCKJGC_02591,-
crcB_2,PCKCKJGC_02592,-
group_954,PCKCKJGC_02597,-
group_955,PCKCKJGC_02611,+
dauA_1,PCKCKJGC_02613,+
mdtH_2,PCKCKJGC_02625,-
group_958,PCKCKJGC_02629,+
group_959,PCKCKJGC_02633,+
rcdA_2,PCKCKJGC_02639,+
yiiM,PCKCKJGC_02641,-
group_962,PCKCKJGC_02643,+
group_963,PCKCKJGC_03383,+
group_964,PCKCKJGC_03372,-
group_965,PCKCKJGC_03368,-
group_966,PCKCKJGC_03364,+
group_967,PCKCKJGC_03360,-
group_968,PCKCKJGC_03346,-
group_969,PCKCKJGC_03345,-
tatA_1,PCKCKJGC_03344,+
mgtA,PCKCKJGC_03342,+
group_972,PCKCKJGC_03338,+
group_973,PCKCKJGC_03330,+
rraA,PCKCKJGC_03314,-
group_975,PCKCKJGC_03312,+
rhaR_2,PCKCKJGC_05220,+
group_977,PCKCKJGC_05214,+
srmB,PCKCKJGC_03298,-
group_982,PCKCKJGC_03297,+
group_983,PCKCKJGC_03296,+
group_984,PCKCKJGC_03295,+
group_985,PCKCKJGC_03260,-
group_986,PCKCKJGC_03259,+
group_987,PCKCKJGC_03243,-
group_988,PCKCKJGC_03239,+
pknD_4,PCKCKJGC_03238,-
group_991,PCKCKJGC_03223,-
group_992,PCKCKJGC_03220,-
pcm_2,PCKCKJGC_03219,-
group_995,PCKCKJGC_03218,+
group_996,PCKCKJGC_03213,-
