"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","albidoflavus_J1074","albidoflavus_J1074_R2","albidoflavus_SM254","albidoflavus_UYFA156","albidoflavus_W68"
"group_409","","hypothetical protein","2","2","1","1","33","13","3","","218","458","338","","","","albidoflavus_UYFA156_00438","albidoflavus_W68_00372"
"group_410","","hypothetical protein","2","2","1","1","8","16","1","","248","404","326","","","","albidoflavus_UYFA156_00465","albidoflavus_W68_00398"
"group_411","","hypothetical protein","2","2","1","1","7","16","2","","2720","3773","3246","","","","albidoflavus_UYFA156_00466","albidoflavus_W68_00399"
"group_412","","hypothetical protein","2","2","1","1","828","71","2","","1091","1091","1091","","","","albidoflavus_UYFA156_00492","albidoflavus_W68_00422"
"group_413","","hypothetical protein","2","2","1","1","1025","2","10","","632","821","726","","","","albidoflavus_UYFA156_00523","albidoflavus_W68_00455"
"group_414","","hypothetical protein","2","2","1","1","972","67","3","","584","584","584","albidoflavus_J1074_00002","albidoflavus_J1074_R2_00002","","",""
"group_417","","hypothetical protein","2","2","1","1","973","67","1","","836","836","836","albidoflavus_J1074_00003","albidoflavus_J1074_R2_00003","","",""
"group_420","","hypothetical protein","2","2","1","1","870","72","1","","119","119","119","albidoflavus_J1074_00026","albidoflavus_J1074_R2_00026","","",""
"group_421","","Tn3 family transposase ISThsp9","2","2","1","1","869","61","1","","3053","3053","3053","albidoflavus_J1074_00033","albidoflavus_J1074_R2_00033","","",""
"group_422","","hypothetical protein","2","2","1","1","868","61","2","","212","212","212","albidoflavus_J1074_00034","albidoflavus_J1074_R2_00034","","",""
"group_423","","hypothetical protein","2","2","1","1","867","61","3","","749","749","749","albidoflavus_J1074_00035","albidoflavus_J1074_R2_00035","","",""
"group_424","","hypothetical protein","2","2","1","1","866","61","4","","1316","1316","1316","albidoflavus_J1074_00036","albidoflavus_J1074_R2_00036","","",""
"group_425","","hypothetical protein","2","2","1","1","865","61","8","","134","134","134","albidoflavus_J1074_00037","albidoflavus_J1074_R2_00037","","",""
"group_426","","hypothetical protein","2","2","1","1","864","61","7","","428","428","428","albidoflavus_J1074_00038","albidoflavus_J1074_R2_00038","","",""
"group_427","","hypothetical protein","2","2","1","1","863","61","6","","974","974","974","albidoflavus_J1074_00039","albidoflavus_J1074_R2_00039","","",""
"paoB","","Aldehyde oxidoreductase FAD-binding subunit PaoB","2","2","1","1","797","56","6","","986","986","986","albidoflavus_J1074_00106","albidoflavus_J1074_R2_00106","","",""
"paoA","","Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA","2","2","1","1","796","56","7","","545","545","545","albidoflavus_J1074_00107","albidoflavus_J1074_R2_00107","","",""
"aceB","","Malate synthase","2","2","1","1","795","56","8","","1640","1640","1640","albidoflavus_J1074_00108","albidoflavus_J1074_R2_00108","","",""
"novW","","dTDP-4-dehydrorhamnose 3-epimerase","2","2","1","1","794","56","9","","662","662","662","albidoflavus_J1074_00109","albidoflavus_J1074_R2_00109","","",""
"group_437","","hypothetical protein","2","2","1","1","793","56","10","","773","773","773","albidoflavus_J1074_00110","albidoflavus_J1074_R2_00110","","",""
"yajO","","1-deoxyxylulose-5-phosphate synthase YajO","2","2","1","1","792","56","11","","1049","1049","1049","albidoflavus_J1074_00111","albidoflavus_J1074_R2_00111","","",""
"betA","","Oxygen-dependent choline dehydrogenase","2","2","1","1","791","56","12","","1583","1583","1583","albidoflavus_J1074_00112","albidoflavus_J1074_R2_00112","","",""
"group_440","","hypothetical protein","2","2","1","1","790","56","13","","470","470","470","albidoflavus_J1074_00113","albidoflavus_J1074_R2_00113","","",""
"acdA","","Acyl-CoA dehydrogenase","2","2","1","1","789","56","14","","1142","1142","1142","albidoflavus_J1074_00114","albidoflavus_J1074_R2_00114","","",""
"group_442","","hypothetical protein","2","2","1","1","788","56","15","","686","686","686","albidoflavus_J1074_00115","albidoflavus_J1074_R2_00115","","",""
"group_443","","hypothetical protein","2","2","1","1","787","56","16","","749","749","749","albidoflavus_J1074_00116","albidoflavus_J1074_R2_00116","","",""
"dapB","","4-hydroxy-tetrahydrodipicolinate reductase","2","2","1","1","786","56","17","","752","752","752","albidoflavus_J1074_00117","albidoflavus_J1074_R2_00117","","",""
"group_445","","hypothetical protein","2","2","1","1","785","56","18","","272","272","272","albidoflavus_J1074_00118","albidoflavus_J1074_R2_00118","","",""
"hcl","","3-hydroxybenzoate--CoA/4-hydroxybenzoate--CoA ligase","2","2","1","1","784","56","19","","1436","1436","1436","albidoflavus_J1074_00119","albidoflavus_J1074_R2_00119","","",""
"group_447","","hypothetical protein","2","2","1","1","783","56","20","","1490","1490","1490","albidoflavus_J1074_00120","albidoflavus_J1074_R2_00120","","",""
"group_448","","hypothetical protein","2","2","1","1","782","56","21","","872","872","872","albidoflavus_J1074_00121","albidoflavus_J1074_R2_00121","","",""
"csd","","putative cysteine desulfurase","2","2","1","1","781","56","22","","1367","1367","1367","albidoflavus_J1074_00122","albidoflavus_J1074_R2_00122","","",""
"moeZ","","putative adenylyltransferase/sulfurtransferase MoeZ","2","2","1","1","780","56","23","","1142","1142","1142","albidoflavus_J1074_00123","albidoflavus_J1074_R2_00123","","",""
"group_451","","hypothetical protein","2","2","1","1","779","56","24","","1049","1049","1049","albidoflavus_J1074_00124","albidoflavus_J1074_R2_00124","","",""
"group_452","fabG_1","3-oxoacyl-[acyl-carrier-protein] reductase FabG","2","2","1","1","9","56","25","","767","767","767","albidoflavus_J1074_00125","albidoflavus_J1074_R2_00125","","",""
"rdmE","","Aklavinone 12-hydroxylase RdmE","2","2","1","1","10","56","26","","1643","1643","1643","albidoflavus_J1074_00126","albidoflavus_J1074_R2_00126","","",""
"group_454","","hypothetical protein","2","2","1","1","11","56","27","","437","437","437","albidoflavus_J1074_00127","albidoflavus_J1074_R2_00127","","",""
"novM","","L-demethylnoviosyl transferase","2","2","1","1","12","56","28","","1127","1127","1127","albidoflavus_J1074_00128","albidoflavus_J1074_R2_00128","","",""
"group_456","","hypothetical protein","2","2","1","1","13","56","29","","1163","1163","1163","albidoflavus_J1074_00129","albidoflavus_J1074_R2_00129","","",""
"rfbA","","Glucose-1-phosphate thymidylyltransferase 1","2","2","1","1","14","56","30","","869","869","869","albidoflavus_J1074_00130","albidoflavus_J1074_R2_00130","","",""
"strE","","dTDP-glucose 4,6-dehydratase","2","2","1","1","15","56","31","","995","995","995","albidoflavus_J1074_00131","albidoflavus_J1074_R2_00131","","",""
"aroG","","Phospho-2-dehydro-3-deoxyheptonate aldolase AroG","2","2","1","1","16","56","32","","1208","1208","1208","albidoflavus_J1074_00132","albidoflavus_J1074_R2_00132","","",""
"dhbA","","2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase","2","2","1","1","17","56","33","","785","785","785","albidoflavus_J1074_00133","albidoflavus_J1074_R2_00133","","",""
"phzD2","","Phenazine biosynthesis protein PhzD2","2","2","1","1","18","56","34","","659","659","659","albidoflavus_J1074_00134","albidoflavus_J1074_R2_00134","","",""
"menF_1","","Isochorismate synthase MenF","2","2","1","1","19","56","35","","1955","1955","1955","albidoflavus_J1074_00135","albidoflavus_J1074_R2_00135","","",""
"xlnD","","3-hydroxybenzoate 6-hydroxylase 1","2","2","1","1","20","56","5","","1169","1169","1169","albidoflavus_J1074_00136","albidoflavus_J1074_R2_00136","","",""
"evaA","","dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose 2,3-dehydratase","2","2","1","1","21","56","4","","1385","1385","1385","albidoflavus_J1074_00137","albidoflavus_J1074_R2_00137","","",""
"eryCIII","","3-alpha-mycarosylerythronolide B desosaminyl transferase","2","2","1","1","22","56","3","","1280","1280","1280","albidoflavus_J1074_00138","albidoflavus_J1074_R2_00138","","",""
"desVIII","","Protein DesVIII","2","2","1","1","23","56","2","","1088","1088","1088","albidoflavus_J1074_00139","albidoflavus_J1074_R2_00139","","",""
"group_467","","hypothetical protein","2","2","1","1","24","56","1","","860","860","860","albidoflavus_J1074_00140","albidoflavus_J1074_R2_00140","","",""
"group_468","","Putative short-chain type dehydrogenase/reductase","2","2","1","1","775","70","1","","914","914","914","albidoflavus_J1074_00142","albidoflavus_J1074_R2_00142","","",""
"mftR","","Putative mycofactocin biosynthesis transcriptional regulator MftR","2","2","1","1","774","70","2","","608","608","608","albidoflavus_J1074_00143","albidoflavus_J1074_R2_00143","","",""
"rlmCD","","23S rRNA (uracil-C(5))-methyltransferase RlmCD","2","2","1","1","741","55","37","","1337","1337","1337","albidoflavus_J1074_00176","albidoflavus_J1074_R2_00177","","",""
"kimA","","Potassium transporter KimA","2","2","1","1","740","55","36","","2045","2045","2045","albidoflavus_J1074_00177","albidoflavus_J1074_R2_00178","","",""
"trkA_1","","Trk system potassium uptake protein TrkA","2","2","1","1","739","55","35","","656","656","656","albidoflavus_J1074_00178","albidoflavus_J1074_R2_00179","","",""
"trkA_2","","Trk system potassium uptake protein TrkA","2","2","1","1","738","55","34","","713","713","713","albidoflavus_J1074_00179","albidoflavus_J1074_R2_00180","","",""
"group_497","","hypothetical protein","2","2","1","1","737","55","33","","770","770","770","albidoflavus_J1074_00180","albidoflavus_J1074_R2_00181","","",""
"group_498","","hypothetical protein","2","2","1","1","736","55","32","","407","407","407","albidoflavus_J1074_00181","albidoflavus_J1074_R2_00182","","",""
"kdpE","","Transcriptional regulatory protein KdpE","2","2","1","1","735","55","31","","728","728","728","albidoflavus_J1074_00182","albidoflavus_J1074_R2_00183","","",""
"kdpD","","Sensor protein KdpD","2","2","1","1","734","55","30","","2558","2558","2558","albidoflavus_J1074_00183","albidoflavus_J1074_R2_00184","","",""
"ytrE","","ABC transporter ATP-binding protein YtrE","2","2","1","1","733","55","29","","743","743","743","albidoflavus_J1074_00184","albidoflavus_J1074_R2_00185","","",""
"lvr","","Levodione reductase","2","2","1","1","732","55","28","","791","791","791","albidoflavus_J1074_00185","albidoflavus_J1074_R2_00186","","",""
"group_508","","hypothetical protein","2","2","1","1","44","62","1","","299","299","299","albidoflavus_J1074_00258","albidoflavus_J1074_R2_00259","","",""
"group_509","","hypothetical protein","2","2","1","1","61","62","3","","278","278","278","albidoflavus_J1074_00259","albidoflavus_J1074_R2_00261","","",""
"nagR","","HTH-type transcriptional repressor NagR","2","2","1","1","62","62","4","","755","755","755","albidoflavus_J1074_00260","albidoflavus_J1074_R2_00262","","",""
"group_513","","hypothetical protein","2","2","1","1","635","51","80","","374","374","374","albidoflavus_J1074_00266","albidoflavus_J1074_R2_00268","","",""
"group_514","","hypothetical protein","2","2","1","1","636","51","81","","479","479","479","albidoflavus_J1074_00267","albidoflavus_J1074_R2_00269","","",""
"group_518","","hypothetical protein","2","2","1","1","130","53","37","","164","164","164","albidoflavus_J1074_00292","albidoflavus_J1074_R2_00368","","",""
"group_519","htpG","Chaperone protein HtpG","2","2","1","1","129","53","36","","5096","5096","5096","albidoflavus_J1074_00294","albidoflavus_J1074_R2_00370","","",""
"group_520","","hypothetical protein","2","2","1","1","128","53","35","","596","596","596","albidoflavus_J1074_00295","albidoflavus_J1074_R2_00371","","",""
"group_521","","hypothetical protein","2","2","1","1","127","53","34","","2789","2789","2789","albidoflavus_J1074_00296","albidoflavus_J1074_R2_00372","","",""
"group_538","","hypothetical protein","2","2","1","1","478","53","12","","3635","3635","3635","albidoflavus_J1074_00315","albidoflavus_J1074_R2_00391","","",""
"group_539","","hypothetical protein","2","2","1","1","477","53","11","","6869","6869","6869","albidoflavus_J1074_00316","albidoflavus_J1074_R2_00392","","",""
"group_54","cpdA","3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA","2","2","1","1","862","61","5","","842","842","842","albidoflavus_J1074_00040","albidoflavus_J1074_R2_00040","","",""
"group_549","","hypothetical protein","2","2","1","1","164","54","6","","806","806","806","albidoflavus_J1074_00370","albidoflavus_J1074_R2_00446","","",""
"group_568","","hypothetical protein","2","2","1","1","144","54","36","","1019","1019","1019","albidoflavus_J1074_00390","albidoflavus_J1074_R2_00466","","",""
"group_593","","hypothetical protein","2","2","1","1","184","52","16","","287","287","287","albidoflavus_J1074_00438","albidoflavus_J1074_R2_00514","","",""
"group_618","","hypothetical protein","2","2","1","1","185","64","1","","518","518","518","albidoflavus_J1074_00477","albidoflavus_J1074_R2_00553","","",""
"group_619","","hypothetical protein","2","2","1","1","328","60","1","","164","164","164","albidoflavus_J1074_00495","albidoflavus_J1074_R2_00570","","",""
"group_620","","hypothetical protein","2","2","1","1","325","60","5","","95","95","95","albidoflavus_J1074_00497","albidoflavus_J1074_R2_00572","","",""
"glpK","","Glycerol kinase","2","2","1","1","196","63","3","","812","812","812","albidoflavus_J1074_00538","albidoflavus_J1074_R2_00613","","",""
"group_742","","2-haloacrylate reductase","2","2","1","1","48","51","37","","932","932","932","","","albidoflavus_SM254_00043","","albidoflavus_W68_00508"
"group_743","","hypothetical protein","2","2","1","1","878","51","34","","881","881","881","","","albidoflavus_SM254_00046","","albidoflavus_W68_00505"
"group_744","","IS200/IS605 family transposase ISTel3","2","2","1","1","880","51","32","","1181","1181","1181","","","albidoflavus_SM254_00048","","albidoflavus_W68_00503"
"group_745","","hypothetical protein","2","2","1","1","881","51","31","","2027","2027","2027","","","albidoflavus_SM254_00049","","albidoflavus_W68_00502"
"lnrL_2","","Linearmycin resistance ATP-binding protein LnrL","2","2","1","1","882","51","30","","629","629","629","","","albidoflavus_SM254_00050","","albidoflavus_W68_00501"
"group_747","","hypothetical protein","2","2","1","1","883","51","29","","1346","1346","1346","","","albidoflavus_SM254_00051","","albidoflavus_W68_00500"
"group_751","","hypothetical protein","2","2","1","1","900","51","15","","971","971","971","","","albidoflavus_SM254_00066","","albidoflavus_W68_00485"
"uppS","","Isoprenyl transferase","2","2","1","1","985","3","14","","686","686","686","","","","albidoflavus_UYFA156_00012","albidoflavus_W68_00001"
"group_794","","hypothetical protein","2","2","1","1","986","3","13","","611","611","611","","","","albidoflavus_UYFA156_00013","albidoflavus_W68_00002"
"group_795","","hypothetical protein","2","2","1","1","987","3","12","","647","647","647","","","","albidoflavus_UYFA156_00014","albidoflavus_W68_00003"
"tetC","","Transposon Tn10 TetC protein","2","2","1","1","994","38","1","","590","590","590","","","","albidoflavus_UYFA156_00020","albidoflavus_W68_00009"
"group_797","","hypothetical protein","2","2","1","1","996","17","2","","374","374","374","","","","albidoflavus_UYFA156_00022","albidoflavus_W68_00011"
"group_798","","hypothetical protein","2","2","1","1","995","17","1","","491","491","491","","","","albidoflavus_UYFA156_00023","albidoflavus_W68_00012"
"group_799","pikAV_1","Thioesterase PikA5","2","2","1","1","970","6","1","","842","842","842","","","","albidoflavus_UYFA156_00025","albidoflavus_W68_00014"
"pikAII_2","","Narbonolide/10-deoxymethynolide synthase PikA2, modules 3 and 4","2","2","1","1","260","5","9","","3788","9107","6447","","","","albidoflavus_UYFA156_00106","albidoflavus_W68_00085"
"group_800","","Histone deacetylase-like amidohydrolase","2","2","1","1","969","6","2","","1148","1148","1148","","","","albidoflavus_UYFA156_00026","albidoflavus_W68_00015"
